apkNum,totalPkts,totalPktSize,totalDnsPkts,totalHttpPkts,totalHttpsPkts,totalTcpPkts,totalUdpPkts,totalPktsIn,totalBytesIn,totalPktsOut,totalBytesOut,PktSizeRatio,medPktsIn,medPktsOut,avgPktsIn,avgPktsOut,avgPktSize,maxOutPktSize,maxInPktSize,ratioNumPkts,minTimeOut,minTimeIn,avgNumpktFlowTCPIn,avgNumpktFlowUDPIn,avgSizepktFlowTCPIn,avgSizepktFlowUDPIn,avgNumpktFlowTCPOut,avgNumpktFlowUDPOut,avgSizepktFlowTCPOut,avgSizepktFlowUDPOut,Result
1-emr.calaveras.pcap,4822,739738,25,478,0,4689,132,2476,481810,2355,259271,0.54,60.0,52,194.59,110.09,0.01,2852,2948,1.05,0.03,0.00,0.39,0.02,131.95,1.25,0.35,0.01,45.44,0.01,1
1-emr.castillosespectaculares.pcap,18661,2272241,6,2091,0,18602,59,9544,1797024,9119,476025,0.26,60.0,52,188.29,52.2,0.01,2852,1452,1.05,0.00,0.00,0.22,0.02,81.29,0.02,0.25,0.02,12.63,0.02,1
1-emr.fenomenosatsmosfericos.pcap,904,417611,27,0,0,689,213,492,172878,455,257410,1.49,61.0,149,351.38,565.74,0.0,5652,2852,1.08,0.05,0.00,0.41,0.1,187.87,90.21,0.38,0.01,334.89,0.01,1
1-emr.jardinesespectaculares.pcap,8,1195,4,0,0,4,4,6,1018,6,1115,1.1,234.5,264.5,169.67,185.83,0.01,404,404,1.0,0.00,0.00,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1
1-emr.sanjudas.pcap,1990,691455,54,29,0,1809,181,1093,253813,929,448716,1.77,52,83,232.22,483.01,0.0,4252,2948,1.18,0.03,0.00,0.49,0.02,162.47,10.98,0.41,0.01,301.27,0.01,1
1-es.eduxdream.timeblind.pcap,808,354203,27,0,0,685,122,411,120856,408,234870,1.94,60,149.0,294.05,575.66,0.0,5652,2948,1.01,0.03,0.00,0.36,0.03,158.61,6.51,0.4,0.01,325.24,0.01,1
1-eu.statlertronik.ThisIsMineRemoteControlDemo.pcap,1190,456476,28,1,0,1036,154,642,175971,579,292186,1.66,60.0,116,274.1,504.64,0.0,5652,2062,1.11,0.02,0.00,0.44,0.06,153.38,20.27,0.44,0.01,307.34,0.01,1
1-ezebdn.MelbourneMetro.pcap,506,193677,19,1,0,386,119,272,66607,239,127429,1.91,60.0,184,244.88,533.18,0.0,1452,2852,1.14,0.03,0.00,0.35,0.03,101.91,6.71,0.32,0.01,283.68,0.01,1
1-ezebdn.ParisMetro.pcap,851,406840,24,0,0,658,193,436,154317,417,253331,1.64,61.0,264,353.94,607.51,0.0,4252,2852,1.05,0.03,0.00,0.37,0.04,178.56,34.5,0.44,0.01,374.73,0.01,1
1-firstapps.mannings.radio4HongKong.pcap,98,46849,4,0,0,54,44,51,22821,49,24836,1.09,96,173,447.47,506.86,0.0,1452,2052,1.04,3.38,3.38,0.43,0.02,317.17,0.02,0.43,0.02,280.47,0.02,1
1-foru.tourism.Hyderabad.pcap,34,14988,4,0,0,5,29,20,10704,19,6747,0.63,404.0,128,535.2,355.11,0.0,1452,1452,1.05,0.00,0.00,0.5,0.11,38.0,7.78,0.5,0.04,38.0,0.04,1
1-foru.tourism.redfort.pcap,17631,2083078,2,1966,0,17629,2,9063,1653878,8570,430008,0.26,60,52.0,182.49,50.18,0.01,468,404,1.06,0.00,0.00,0.26,0.5,92.62,0.5,0.26,0.5,12.21,0.5,1
1-frameworks.naruto.pcap,1231,516315,35,2,0,1081,149,657,192548,621,336955,1.75,60,107,293.07,542.6,0.0,5652,2948,1.06,0.00,0.00,0.61,0.03,236.48,1.37,0.57,0.01,427.39,0.01,1
1-free.music.abdah.pcap,973,438152,25,0,0,786,186,513,175656,499,275190,1.57,60,125,342.41,551.48,0.0,4306,4396,1.03,0.03,0.00,0.39,0.07,178.12,70.67,0.45,0.01,369.56,0.01,1
1-gigilabs.fireworkslwp.pcap,19193,2306814,4,2148,0,19142,51,9818,1822269,9377,485353,0.27,60.0,52,185.6,51.76,0.01,1452,1452,1.05,0.00,0.00,0.23,0.02,84.66,0.02,0.25,0.02,12.35,0.02,1
1-gint.wubaiba.youji.pcap,11355,1397032,8,1272,0,11298,57,5772,1091573,5585,306267,0.28,60.0,52,189.12,54.84,0.01,1452,1452,1.03,0.03,0.00,0.26,0.02,94.9,0.02,0.29,0.02,15.02,0.02,1
1-gomez.cor6.pcap,816,378598,20,0,0,670,146,413,141151,405,238255,1.69,61,209,341.77,588.28,0.0,4306,2888,1.02,0.03,0.00,0.4,0.04,209.53,6.82,0.45,0.01,376.38,0.01,1
1-gs.games.battlecity.pcap,4873,887027,25,445,0,4699,163,2487,535781,2412,356708,0.67,60,52.0,215.43,147.89,0.01,5652,2948,1.03,0.00,0.00,0.38,0.07,137.31,28.64,0.36,0.01,63.66,0.01,1
1-gs.secretsms.pcap,33,13699,4,0,0,4,29,18,9208,17,5299,0.58,404.0,125,511.56,311.71,0.0,1278,1278,1.06,0.00,0.00,0.25,0.25,0.25,91.46,0.25,0.04,0.25,0.04,1
1-hard.polish.radio.stations.pcap,2384,1431270,36,2,0,2141,243,1117,216256,1272,1215314,5.62,52,1431.0,193.6,955.44,0.0,5652,4420,0.88,0.11,0.00,0.38,0.05,79.5,45.29,0.57,0.0,678.93,0.0,1
1-hhn.islam.pcap,163,83870,6,0,0,43,120,82,35896,83,48782,1.36,69.0,212,437.76,587.73,0.0,1452,2051,0.99,0.00,0.00,0.5,0.02,432.36,6.46,0.55,0.01,184.45,0.01,1
1-horse.racing.app1.pcap,1082,463260,38,8,0,927,155,554,148455,533,315105,2.12,60.0,197,267.97,591.19,0.0,5724,2948,1.04,0.00,0.00,0.43,0.03,157.6,10.38,0.46,0.01,394.28,0.01,1
1-husa.wallpaper.firework1.pcap,834,408645,21,0,0,629,204,441,170752,396,238810,1.4,61,260.0,387.19,603.06,0.0,5652,2852,1.11,0.03,0.00,0.45,0.07,217.4,52.42,0.45,0.01,398.84,0.01,1
1-in.componence.tga.pcap,52,33229,4,0,0,0,52,24,11373,30,22664,1.99,254.5,1276.0,473.88,755.47,0.0,1278,1278,0.8,30.72,30.72,0.45,0.07,217.4,52.42,0.45,0.01,398.84,0.01,1
1-in.lustra.vidyapati.pcap,776,313892,27,0,0,541,234,410,121670,377,193702,1.59,62.0,149,296.76,513.8,0.0,4209,2852,1.09,0.03,0.00,0.36,0.05,137.87,34.59,0.37,0.0,282.25,0.0,1
1-info.pkwapps.zipcodes.pcap,932,418534,20,0,0,811,121,478,186448,454,232086,1.24,60.5,90.5,390.06,511.2,0.0,4306,2888,1.05,0.03,0.00,0.38,0.03,211.67,1.66,0.41,0.01,289.26,0.01,1
1-it.zerounorabbit.android.perlesaggezza.pcap,18766,2271766,4,2121,0,18716,50,9590,1796411,9178,476163,0.27,60.0,52.0,187.32,51.88,0.01,1452,1452,1.04,0.00,0.01,0.23,0.02,86.0,0.02,0.26,0.02,12.67,0.02,1
1-jscompany.games.MultiplicationTable_tool.pcap,640,304656,13,0,0,549,90,323,108913,324,197276,1.81,60,220.0,337.19,608.88,0.0,5652,2852,1.0,0.03,0.00,0.43,0.03,194.39,8.44,0.51,0.01,455.44,0.01,1
1-jscompany.games.SeparateTrash_Free.pcap,896,374650,34,2,0,760,136,484,138898,440,247280,1.78,60.0,167.0,286.98,562.0,0.0,4252,2852,1.1,0.03,0.00,0.49,0.01,190.04,0.47,0.47,0.01,399.33,0.01,1
1-jscompany.games.SeparateTrash_tool.pcap,911,369738,22,1,0,815,96,479,133200,437,236838,1.78,60,103,278.08,541.96,0.0,7052,2852,1.1,0.03,0.00,0.44,0.02,169.73,1.0,0.42,0.01,328.89,0.01,1
1-jscompany.games.sheepandwolf_light.pcap,889,333842,19,2,0,782,106,466,154141,433,181061,1.17,60.0,79,330.77,418.15,0.0,4252,2948,1.08,0.01,0.00,0.41,0.01,222.58,0.01,0.41,0.01,258.9,0.01,1
1-justin.bt.pcap,1049,435054,31,0,0,893,155,536,155581,529,280591,1.8,60.0,97,290.26,530.42,0.0,5652,2948,1.01,0.00,0.00,0.4,0.03,182.62,4.94,0.44,0.01,316.69,0.01,1
1-keis.chris.pcap,958,462446,24,1,0,771,187,495,170131,465,293123,1.72,60,234,343.7,630.37,0.0,4252,2937,1.06,0.03,0.00,0.59,0.11,185.88,103.67,0.58,0.01,534.76,0.01,1
1-khloe.kardashian.tweets.pcap,2128,865712,37,39,0,1894,232,1142,395136,1010,473945,1.2,60.0,64.0,346.0,469.25,0.0,5652,2852,1.13,0.00,0.01,0.32,0.06,142.99,39.66,0.31,0.0,224.22,0.0,1
1-kibbo.soft.BlueLongNeonBar.pcap,705,313835,26,0,0,579,126,366,112694,341,201949,1.79,60.0,230,307.91,592.23,0.0,5652,2057,1.07,0.00,0.01,0.56,0.04,213.75,7.8,0.58,0.01,497.63,0.01,1
1-kibbo.soft.CandleBattery.pcap,8,2803,2,0,0,6,2,8,2803,8,2803,1.0,350.5,350.5,350.38,350.38,0.0,1452,1452,1.0,15.52,15.52,1.33,0.5,146.67,0.5,1.33,0.5,146.67,0.5,1
1-kibbo.soft.StylishBatteryPink.pcap,960,419195,26,0,0,741,217,504,184913,473,235487,1.27,61.0,86,366.89,497.86,0.0,4252,2852,1.07,0.00,0.01,0.39,0.02,208.91,24.0,0.34,0.0,243.2,0.0,1
1-livewallpapers.wackiapps.deathgrimreaper.pcap,873,405890,19,0,0,667,205,452,171789,426,234502,1.37,61.0,148.0,380.06,550.47,0.0,4306,2948,1.06,0.14,0.09,0.39,0.07,193.13,52.45,0.4,0.01,317.85,0.01,1
1-lk.bhasha.sett.bengali.pcap,474,176241,14,0,0,385,89,250,62398,226,114651,1.84,60.0,149.0,249.59,507.31,0.0,1452,2939,1.11,0.00,0.01,0.36,0.01,114.35,0.01,0.33,0.01,276.49,0.01,1
1-love.test.pack.pcap,1137,492378,27,0,0,949,187,599,183300,547,309742,1.69,60,141,306.01,566.26,0.0,4252,2852,1.1,0.03,0.00,0.48,0.01,208.42,0.38,0.46,0.01,399.55,0.01,1
1-meansoft.colorbook.fruit.view.pcap,18080,2153851,3,2038,0,18077,3,9255,1711407,8829,443461,0.26,60,52,184.92,50.23,0.01,468,404,1.05,0.00,0.01,0.23,0.33,84.25,0.33,0.25,0.33,12.16,0.33,1
1-meansoft.colorbook.traffic.view.pcap,936,391641,26,4,0,797,139,472,151575,464,240066,1.58,60.0,87.0,321.13,517.38,0.0,4396,2948,1.02,0.03,0.00,0.41,0.03,205.27,10.36,0.44,0.01,319.97,0.01,1
1-meansoft.focal.length.calculator.pcap,16793,2001494,2,1898,0,16791,2,8603,1588250,8192,414052,0.26,60,52.0,184.62,50.54,0.01,468,1500,1.05,0.00,0.00,0.25,0.5,91.36,0.5,0.27,0.5,12.67,0.5,1
1-meansoft.koehler.illumination.calculator.pcap,763,267503,28,2,0,619,144,413,92905,379,186179,2.0,60,136,224.95,491.24,0.0,2852,2948,1.09,0.03,0.00,0.47,0.01,148.52,0.49,0.48,0.01,332.86,0.01,1
1-miao.app.KidTwoEnglishVocabForEnglish.pcap,971,469073,33,1,0,826,143,503,138720,488,332600,2.4,52,347.0,275.79,681.56,0.0,5652,2948,1.03,0.01,0.00,0.56,0.01,194.65,0.49,0.56,0.01,561.46,0.01,1
1-miao.app.KoreanVocabAlbumOneForJapanese.pcap,1697,856156,32,1,0,1397,300,868,310628,831,546336,1.76,60.0,305,357.87,657.44,0.0,4252,2852,1.04,0.00,0.00,0.49,0.06,202.32,46.76,0.49,0.0,444.88,0.0,1
1-miao.app.MagicTarotTellerForChinese.pcap,4944,805016,28,470,0,4804,138,2534,480641,2422,325949,0.68,60.0,52.0,189.68,134.58,0.01,2852,2852,1.05,0.03,0.00,0.4,0.01,129.14,0.01,0.35,0.01,61.81,0.01,1
1-miao.app.MandarinVocabAlbumOneForChineseNoVoiceSupportV2.pcap,955,424797,32,1,0,853,102,520,149753,463,286558,1.91,52.0,150,287.99,618.92,0.0,5652,2948,1.12,0.05,0.00,0.56,0.02,187.99,2.52,0.53,0.01,462.95,0.01,1
1-miao.app.PurpleMayCalculatorPro.pcap,4,908,2,0,0,2,2,3,868,3,848,0.98,404,404,289.33,282.67,0.0,404,404,1.0,0.00,0.00,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
1-miao.app.WongTaiSinForNoChargeVersion.pcap,18729,2249132,5,2121,0,18697,32,9579,1786786,9162,467203,0.26,60,52.0,186.53,50.99,0.01,1452,1452,1.05,0.00,0.00,0.23,0.1,84.15,55.07,0.26,0.03,12.28,0.03,1
1-mkc.common.bicyclebell.pcap,17128,2021793,2,1911,0,17126,2,8835,1606341,8295,416260,0.26,60,52,181.82,50.18,0.01,639,404,1.07,0.73,0.00,0.24,0.5,87.42,0.5,0.24,0.5,11.7,0.5,1
1-net.FiberME.fatma2.pcap,973,492915,28,5,0,871,100,505,122268,483,372406,3.05,52,626,242.11,771.03,0.0,4252,2948,1.05,0.03,0.00,0.63,0.05,169.02,2.89,0.63,0.01,678.38,0.01,1
1-net.fur.allee.pcap,985,412381,30,0,0,858,127,512,148946,473,263435,1.77,60.0,148,290.91,556.95,0.0,4252,2948,1.08,0.03,0.00,0.46,0.02,185.64,1.34,0.45,0.01,372.35,0.01,1
1-net.lazyer.solitaire.pcap,770,343139,18,0,0,624,143,418,150320,395,204706,1.36,60.0,90,359.62,518.24,0.0,4252,2852,1.06,0.00,0.04,0.41,0.06,186.06,57.12,0.42,0.01,315.79,0.01,1
1-net.socialidm.kamazicom.pcap,4788,3446072,68,17,0,4361,427,2117,358272,2673,3088608,8.62,64,1500,169.24,1155.48,0.0,4396,2948,0.79,0.04,0.00,0.84,0.05,130.73,21.64,1.26,0.0,1680.94,0.0,1
1-nextlevel.gunblood.pcap,806,358135,20,0,0,665,141,414,130242,394,228701,1.76,60.0,232.0,314.59,580.46,0.0,4252,2852,1.05,0.01,0.00,0.4,0.04,170.53,6.99,0.41,0.01,344.48,0.01,1
1-org.benjemaa.wallpaper.pcap,841,351937,18,0,0,699,142,433,131222,410,221523,1.69,52,125.0,303.05,540.3,0.0,4252,2852,1.06,0.02,0.00,0.43,0.01,178.28,0.5,0.44,0.01,374.39,0.01,1
1-org.drhu.wallpaper.led.pcap,105,52786,4,0,0,56,49,53,22956,54,30638,1.33,69,170.0,433.13,567.37,0.0,1452,2852,0.98,0.02,0.00,0.41,0.02,347.69,0.02,0.59,0.02,381.52,0.02,1
1-org.drhu.WebCamFree.pcap,853,344365,30,4,0,752,99,438,136788,430,208667,1.53,60.0,90.0,312.3,485.27,0.0,5724,2888,1.02,0.00,0.10,0.35,0.03,170.19,1.73,0.39,0.01,272.53,0.01,1
1-org.mobistine.free_food.pcap,17519,2089245,2,1974,0,17517,2,8945,1657102,8576,432951,0.26,60,52.0,185.25,50.48,0.01,468,1500,1.04,0.00,0.05,0.24,0.5,88.52,0.5,0.27,0.5,12.82,0.5,1
1-org.rebbit.livewallpaper.giraffe.pcap,854,369505,24,0,0,674,179,441,134573,417,235922,1.75,60,150,305.15,565.76,0.0,4252,2852,1.06,0.03,0.00,0.39,0.01,172.87,0.36,0.39,0.01,322.26,0.01,1
1-org.sevenapp.bangladeshconstitutionbangla.pcap,4,908,2,0,0,2,2,3,868,3,848,0.98,404,404,289.33,282.67,0.0,404,404,1.0,6.32,6.32,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
1-org.vicesos.kidtraineres.pcap,768,344981,19,0,0,608,159,403,135086,374,211234,1.56,60,149.0,335.2,564.8,0.0,4252,2938,1.08,0.00,0.00,0.43,0.05,172.96,50.86,0.43,0.01,366.63,0.01,1
1-oscar.presidente.instarage.pcap,1863,716822,32,1,0,1732,131,1009,246851,856,470779,1.91,52,92.0,244.65,549.98,0.0,5652,2948,1.18,0.00,0.12,0.48,0.02,155.74,6.17,0.42,0.01,364.2,0.01,1
1-p.android3.pcap,85,46514,6,0,0,17,68,41,10252,46,37070,3.62,61,1278.0,250.05,805.87,0.0,1278,1452,0.89,11.90,11.90,0.86,0.11,121.71,45.23,0.86,0.02,665.71,0.02,1
1-patriot.apps.mp3.pcap,851,366419,31,4,0,700,150,436,142309,428,225697,1.59,60.0,125.0,326.4,527.33,0.0,7052,1500,1.02,0.00,0.00,0.37,0.01,182.32,0.64,0.39,0.01,309.25,0.01,1
1-PatternEncryptDecryptUpgrade.free.pcap,6175,1062517,26,542,0,6050,125,3170,764308,3007,299017,0.39,60.0,52,241.11,99.44,0.01,5652,2939,1.05,0.03,0.00,0.37,0.02,151.7,1.33,0.33,0.01,36.06,0.01,1
1-pawelz.Apps.Numbers.Generator.pcap,5098,772437,25,500,0,4963,134,2613,501756,2497,273869,0.55,60,52,192.02,109.68,0.01,4209,2063,1.05,0.00,0.00,0.4,0.02,133.85,10.43,0.36,0.01,45.47,0.01,1
1-pawelz.apps.whip.shot.sound.pcap,846,446267,18,0,0,768,78,425,155779,449,302015,1.94,52,309,366.54,672.64,0.0,7052,2948,0.95,0.00,0.00,0.51,0.01,223.59,0.01,0.63,0.01,578.53,0.01,1
1-PocketTV.BollywoodMusic.pcap,15568,1944819,8,1743,0,15413,155,7953,1502923,7623,446250,0.3,60,52,188.98,58.54,0.01,1452,1452,1.04,0.00,0.00,0.24,0.04,86.55,10.14,0.27,0.01,13.46,0.01,1
1-pscgame.com.androidskylanternlwp.pcap,8,1116,2,0,0,6,2,5,996,5,928,0.93,76,40,199.2,185.6,0.01,404,404,1.0,0.00,0.00,0.5,0.5,13.25,0.5,0.5,0.5,10.25,0.5,1
1-pscgame.com.santahdlwp.pcap,2327,982385,39,2,0,2084,242,1255,341031,1088,642507,1.88,52,103.0,271.74,590.54,0.0,5724,2948,1.15,0.00,0.01,0.41,0.06,154.57,35.31,0.35,0.0,341.26,0.0,1
1-pt.kioskzone.geolocator.pcap,1186,578851,32,1,0,1052,132,614,139948,593,440368,3.15,52.0,534,227.93,742.61,0.0,5724,2948,1.04,0.03,0.00,0.6,0.05,151.28,16.11,0.59,0.01,608.39,0.01,1
1-pumbadev.dancergirl.pcap,877,413779,20,0,0,691,186,443,167285,436,247302,1.48,61,193.0,377.62,567.21,0.0,5652,2888,1.02,0.03,0.00,0.36,0.06,185.82,45.45,0.44,0.01,341.45,0.01,1
1-s.r.brightness.filter.eye.care.android.pcap,19356,2291563,2,2177,0,19354,2,9944,1819427,9414,472944,0.26,60.0,52.0,182.97,50.24,0.01,468,404,1.06,0.00,0.00,0.25,0.5,90.18,0.5,0.25,0.5,12.1,0.5,1
1-sd.floatview.pcap,989,447420,40,0,0,747,242,511,172576,478,274844,1.59,60,181.0,337.72,574.99,0.0,5652,2852,1.07,0.36,0.33,0.47,0.09,151.27,86.96,0.49,0.0,433.83,0.0,1
1-sho.app22.pcap,844,407485,17,0,0,685,158,436,188533,416,221651,1.18,61.0,125.0,432.42,532.81,0.0,4252,2852,1.05,0.00,0.00,0.47,0.07,225.32,47.84,0.49,0.01,384.46,0.01,1
1-Simple.Connect.Four.pcap,463,168348,21,0,0,372,90,245,58736,229,111070,1.89,60,125,239.74,485.02,0.0,4209,2948,1.07,0.00,0.06,0.37,0.01,124.64,0.01,0.37,0.01,300.33,0.01,1
1-sports.news.android.pcap,851,366249,26,0,0,712,136,442,131069,428,236526,1.8,60.0,125.0,296.54,552.63,0.0,5652,2948,1.03,0.00,0.09,0.36,0.02,167.09,0.93,0.38,0.01,326.24,0.01,1
1-ssk.project.crewskillsAds.pcap,877,428739,20,0,0,648,229,452,201753,425,226986,1.13,64.0,121,446.36,534.08,0.0,4306,2888,1.06,0.00,0.00,0.33,0.12,182.13,142.69,0.37,0.0,295.32,0.0,1
1-stp.apps.bleep.pcap,1867,828678,43,10,0,1678,188,955,338220,925,492046,1.45,52,97,354.16,531.94,0.0,5652,2948,1.03,0.03,0.00,0.43,0.02,199.5,4.62,0.43,0.01,321.08,0.01,1
1-t4t.project.smsexpress.pcap,806,360840,26,0,0,663,141,416,143614,399,217918,1.52,60.0,113,345.23,546.16,0.0,4252,2948,1.04,0.03,0.00,0.36,0.07,172.98,62.89,0.42,0.01,349.64,0.01,1
1-tlg.tmc.yokartik.pcap,864,397762,19,0,0,668,195,447,152098,426,247005,1.62,61,208.0,340.26,579.82,0.0,2852,2852,1.05,0.00,0.01,0.42,0.06,174.61,42.79,0.39,0.01,342.28,0.01,1
1-Touch.game.pcap,18385,2197020,2,2088,0,18383,2,9387,1745412,9000,452416,0.26,60,52.0,185.94,50.27,0.01,468,404,1.04,0.00,0.02,0.23,0.5,83.47,0.5,0.26,0.5,12.34,0.5,1
1-tour.eiffel.livewallpaper.pcap,1476,692004,29,0,0,1179,296,743,310351,736,382570,1.23,61,98.0,417.7,519.8,0.0,5652,2948,1.01,0.00,0.00,0.43,0.08,216.76,63.92,0.44,0.0,339.77,0.0,1
1-ttr04parrot.lwp.pcap,1363,518652,39,13,0,1211,150,712,184137,675,336118,1.83,60.0,85,258.62,497.95,0.0,4306,2888,1.05,0.03,0.00,0.41,0.03,153.0,2.01,0.45,0.01,324.44,0.01,1
1-tv.puffbirds.historicalrome.pcap,1031,425553,20,0,0,681,350,541,187948,495,237905,1.27,61,89,347.41,480.62,0.0,4252,2852,1.09,0.00,0.01,0.39,0.05,151.23,42.03,0.36,0.0,295.11,0.0,1
1-us.apkandy.dolphins.live.wallpaper.pcap,1026,498561,33,1,0,766,259,520,154759,519,345461,2.23,60.0,435,297.61,665.63,0.0,4252,5055,1.0,0.03,0.00,0.45,0.07,144.25,29.21,0.47,0.0,436.26,0.0,1
1-useme.greenlivewall.pcap,782,350506,18,0,0,667,115,392,135849,390,214657,1.58,60.0,149.0,346.55,550.4,0.0,4306,1500,1.01,0.00,0.13,0.32,0.05,184.22,2.69,0.38,0.01,286.84,0.01,1
1-vn.persoft.wallpaper.ru.pcap,710,326200,18,0,0,636,74,365,143289,347,183719,1.28,60,90,392.57,529.45,0.0,5652,2852,1.05,0.00,0.05,0.4,0.04,226.97,2.24,0.44,0.01,333.41,0.01,1
1-whu.iss.srics.android.pcap,85,17893,4,0,0,81,4,44,8191,43,10510,1.28,52.0,52,186.16,244.42,0.0,1452,1452,1.02,0.00,0.20,0.39,0.25,122.09,0.25,0.41,0.25,183.3,0.25,1
1-win.lianliankan.games.easter.pcap,61520,67315462,38,0,0,1409,60111,8952,873340,52570,66442930,76.08,67.0,1278.0,97.56,1263.89,0.0,5652,2852,0.17,0.00,0.00,0.33,0.02,183.02,1.39,0.38,0.0,286.31,0.0,1
1-z28soft.natslwp.pcap,742,344938,20,0,0,565,177,390,147167,352,197771,1.34,61.0,149.0,377.35,561.85,0.0,4252,2948,1.11,0.00,0.05,0.43,0.04,183.55,35.92,0.43,0.01,368.12,0.01,1
1-za.d3v.livewallpaper.pcap,746,324686,17,0,0,621,124,387,112384,367,213573,1.9,52,203,290.4,581.94,0.0,5652,2852,1.05,0.00,0.00,0.37,0.06,156.72,9.77,0.4,0.01,347.99,0.01,1
