apkNum,totalPkts,totalPktSize,totalBytesIn,medPktsIn,medPktsOut,avgPktsIn,avgPktSize,maxOutPktSize,ratioNumPkts,minTimeOut,minTimeIn,avgSizepktFlowUDPIn,avgNumpktFlowTCPOut,avgSizepktFlowTCPOut,Result
0-air.com.games4king.HomemakerRescueGameBestEscapeGame234,115,39411,24736,105.0,150.5,369.19,0.0,1278,1.12,0.04,0.0,7.24,0.4,266.07,0
0-com.kmvil.concursopmorj,219,159963,15566,133.5,1551.0,443.21,0.0,2682,1.51,0.02,0.03,1.07,1.1800000000000002,914.99,0
1-agun.f11.wikicountry,1032,486479,167786,57.0,264.0,304.51,0.0,5652,1.11,0.03,0.0,52.19,0.42,421.79,1
1-com.hareram.quiz,19236,2283110,1811174,60.0,52.0,184.55,0.01,468,1.04,0.0,0.0,0.5,0.26,12.21,1
1-com.OsamahAsad.WaysToPrepareAppetizers,1630,872362,174416,52.0,910.0,219.67,0.0,4252,0.92,0.0,0.02,0.61,0.61,650.47,1
1-com.meditationssharkwallpaper.seafish,707,338504,140090,61.0,149.0,378.62,0.0,5652,1.07,0.03,0.0,70.6,0.32,264.74,1
1-com.funwhistle,865,410531,140595,52.0,218.0,315.24,0.0,5724,1.04,0.03,0.0,0.01,0.45,389.83,1
0-com.mmmobile.arnold,1466,1203556,41885,52.0,1500.0,72.72,0.0,1278,0.65,0.0,0.0,0.34,0.87,1172.58,0
1-com.m3roving.clickmaster,1051,489510,163150,52.0,264.0,297.18,0.0,4252,1.08,0.0,0.19,54.08,0.51,498.54,1
0-com.orchestra.keetiz,439,210459,46197,52.0,450.0,218.94,0.0,1278,0.93,0.0,0.0,39.62,0.38,402.71,0
1-com.yukka.livewallpaper.scrollable45,726,284835,106019,61.0,167.0,269.77,0.0,2852,1.09,0.0,0.02,1.6,0.35,282.87,1
1-miao.app.WongTaiSinForNoChargeVersion,18729,2249132,1786786,60.0,52.0,186.53,0.01,1452,1.05,0.0,0.0,55.07,0.26,12.28,1
0-com.anaveedch0.PunjabLandRecord,238,166267,21433,52.0,1470.0,225.61,0.0,5909,0.66,0.0,0.0,0.05,0.79,865.5,0
0-com.SEFDStuff.SitNinja.Free,1115,650336,98828,52.0,1278.0,194.16,0.0,2852,0.84,0.05,0.0,3.11,0.62,711.35,0
0-com.BeautyPicPhotoAppsWorld.ThugLifePhotoMakerEffect,206,163078,20649,52.0,1470.0,258.11,0.0,5724,0.63,0.03,0.0,0.08,0.62,766.22,0
0-com.innovatise.universityofdundee,2378,1926804,78050,156.0,2781.0,230.44,0.02,1828,2.06,0.21,0.25,1.45,2.6,2015.93,0
1-com.book.zhingoora.thesevenravens,1040,439494,197885,60.0,83.0,365.78,0.0,5724,1.08,0.03,0.0,0.59,0.36,229.42,1
1-com.francepacapps.wallpaper,2178,1323947,206324,52.0,1452.0,192.11,0.0,5652,0.97,0.02,0.0,1.92,0.71,870.69,1
1-com.klepnij,4,908,868,404.0,404.0,289.33,0.0,404,1.0,0.0,0.0,0.5,0.5,0.5,1
0-com.neuroescuela.SmoothRadioLondonUKFreeStationOnline,2697,1970184,87545,40.0,1500.0,68.93,0.0,2888,0.89,0.0,0.0,0.36,1.0,1390.71,0
0-com.musti.sario.main,162,50415,11085,126.5,178.0,178.76999999999995,0.01,1240,5.33,0.0,0.0,1.12,0.88,447.6,0
0-com.danaugo.toygeniesurprises,27,8468,2023,62.0,99.0,144.5,0.0,689,1.08,0.0,0.0,0.5,0.73,550.82,0
0-com.fansfamefollowers.getfansmusically,577,385230,184210,304.0,793.0,2064.41,0.0,13090,2.64,0.12,0.05,0.15,1.91,853.2,0
0-non.professional.developer.bluelightfilterpro,452,301881,51340,112.0,2180.0,520.41,0.0,2940,1.58,0.02,0.03,0.38,1.09,1148.24,0
1-com.Droidstars.walk.pedometer.free,3,206,206,76.0,76.0,68.67,0.01,78,1.0,54.34,54.34,67.86,0.33,0.33,1
0-com.risingsuperapps.tsrtcbussearch,190,155751,13962,52.0,1452.0,193.92,0.0,2888,0.61,0.43,0.0,0.08,0.6,718.78,0
1-com.icisneros.magia,774,345779,116874,60.0,214.0,295.14,0.0,4252,1.01,0.0,0.0,11.73,0.43,367.41,1
1-com.motorcyclingwallpapers,1011,447275,137125,52.0,224.0,261.69,0.0,4252,1.05,0.03,0.0,22.76,0.49,466.07,1
0-com.DecorativeStoneDesign.lukoni,392,266593,48796,52.0,1452.0,306.89,0.0,4306,0.68,0.05,0.0,0.06,0.85,863.85,0
1-com.wallpapers.sweetyanushka,1095,430097,155369,52.0,124.0,271.62,0.0,4252,1.08,0.03,0.0,0.45,0.46,331.73,1
1-com.siva.verbal.guru,1004,498170,171045,60.0,404.0,332.13,0.0,4252,1.05,0.02,0.0,33.55,0.42,386.77,1
1-com.pj.MiniFootball,727,328526,114932,60.0,237.0,303.25,0.0,4252,1.06,0.03,0.0,1.26,0.53,466.98,1
1-com.activitydroid.logiciqtestitalian,778,336291,123178,60.0,145.0,307.94,0.0,4252,1.03,0.03,0.0,4.35,0.33,248.83,1
1-com.akhdefri.guitarlessonsvideos,1004,490235,165954,60.0,295.5,320.99,0.0,5652,1.01,0.03,0.0,47.32,0.46,463.57,1
1-com.technoinspire.ilovejinripark,5949,1027266,606201,60.0,52.0,196.82,0.01,4209,1.07,0.03,0.0,38.76,0.33,59.58,1
1-hard.polish.radio.stations,2384,1431270,216256,52.0,1431.0,193.6,0.0,5652,0.88,0.11,0.0,45.29,0.57,678.93,1
0-com.insaragapp.dsapp,105,31642,12180,63.0,113.0,221.45,0.0,1470,1.1,0.03,0.0,0.04,0.48,210.02,0
1-com.gamebaserun.defendthebase,13,3583,483,189.0,381.0,120.75,0.0,313,0.36,0.0,0.0,0.5,2.0,667.0,1
0-ru.profi.backoffice,730,196119,67851,104.0,169.0,338.5800000000001,0.0,2922,2.4,0.05,0.09,0.1,1.01,589.6500000000002,0
0-air.bravat,64,11707,4772,58.0,85.0,140.35,0.01,694,1.13,0.02,0.0,0.08,0.38,73.28,0
1-alaeddine.ouertani.bocajuniors,866,376206,151796,60.0,121.0,340.35,0.0,4306,1.04,0.0,0.04,10.2,0.47,342.01,1
0-com.battlecreek.proseries,859,352641,147085,132.0,201.0,529.95,0.01,2748,1.92,0.05,0.05,84.9,1.17,1031.25,0
1-com.allahnamegallerysoul.wallpaper,1284,352711,143966,52.0,60.0,205.37,0.0,4209,1.18,0.03,0.0,63.65,0.15,118.48,1
0-com.ounsystms.ChansonIslamique,318,211206,47746,104.0,1522.0,422.96,0.02,4390,1.73,0.05,0.0,0.14,1.93,1009.76,0
0-com.physicsformulasymbols.yosaapps,242,179887,26994,116.0,1845.0,467.3,0.0,3904,1.4500000000000002,0.05,0.05,0.14,1.43,1485.21,0
0-com.no.examchecker,102,25062,9630,153.0,180.0,264.23,0.01,1252,2.34,0.05,0.0,0.27,0.98,521.04,0
1-com.nibhav.android.one8names,690,300784,117394,60.0,125.0,321.63,0.0,5652,1.0,0.0,0.07,0.01,0.42,344.34,1
1-elp.creb.christmasfunfactory,881,357619,127995,60.0,149.0,276.45,0.0,4252,1.1,0.02,0.0,0.01,0.46,372.1,1
0-com.sanovation.paincompanion,181,53241,14314,112.0,304.0,300.9500000000001,0.0,2064,2.25,0.06,0.0,0.22,0.89,591.37,0
1-com.halloweenbestlivewallpaper.hblw,240,37854,20290,52.0,55.0,162.32,0.01,1452,1.07,0.0,0.0,0.02,0.21,64.05,1
0-com.shmup.galaxywarrior,225,77881,33625,52.0,117.5,292.39,0.0,1470,1.05,0.02,0.0,0.08,0.43,323.33,0
0-net.dycode.eorder2,2,100,60,60.0,40.0,60.0,0.02,60,1.0,0.0,0.0,0.17,0.5,0.5,0
0-com.do_apps.catalog_578,835,593284,52201,52.0,1396.0,151.75,0.0,4306,0.7,0.0,0.0,3.98,0.86,1055.47,0
1-com.da4apps.assialhelani,18105,2176824,1716183,60.0,52.0,186.44,0.01,1278,1.03,0.03,0.0,8.59,0.27,13.15,1
0-app.switzerlandwallpaper.mhstudio,255,20456,10764,156.0,144.0,232.41,0.04,525,2.78,0.09,0.04,1.5,1.4900000000000002,96.16,0
1-com.SmartApps.LeaderShip,849,387669,168556,61.0,90.0,382.21,0.0,4306,1.08,0.12,0.09,45.72,0.35,276.67,1
1-com.com.The_great_joker_karma_rs,972,498252,137331,52.0,489.0,289.12,0.0,8452,0.94,0.02,0.0,0.85,0.57,591.53,1
1-com.siva.setc,1230,622829,164612,52.0,525.0,264.65,0.0,7052,1.0,0.05,0.0,14.25,0.53,569.88,1
0-com.AppInstitute.ayush2,540,387008,70049,52.0,1470.0,256.59,0.0,1470,1.02,0.05,0.0,370.59,0.83,1144.76,0
1-jscompany.games.SeparateTrash_Free,896,374650,138898,60.0,167.0,286.98,0.0,4252,1.1,0.03,0.0,0.47,0.47,399.33,1
1-com.mbpl.parasuramain3d,75,18562,11374,728.0,142.5,895.3199999999998,0.0,2552,1.14,0.04,0.11,115.79,0.16,0.16,1
1-tv.puffbirds.historicalrome,1031,425553,187948,61.0,89.0,347.41,0.0,4252,1.09,0.0,0.01,42.03,0.36,295.11,1
0-com.letv.android.client,199,48771,15610,52.0,60.0,141.91,0.0,739,1.24,0.05,0.0,0.12,0.23,185.86,0
0-com.do_apps.catalog_313,369,257269,34172,128.0,1604.5,506.0,0.0,7104,1.44,0.02,0.02,0.24,1.69,1621.75,0
0-com.concapps.werkina,11780,9656938,443913,92.0,2932.0,153.96,0.0,1746,1.25,0.17,0.0,11.55,2.97,4463.440000000001,0
1-com.mobilefunhobbies.testCuantoSabesDeLunaNueva,734,368280,107398,52.0,458.0,287.93,0.0,4252,1.01,0.03,0.0,0.01,0.45,439.6,1
0-com.game.vg.rescuewitchcat.bubblepop,53,20589,6383,52.0,86.0,236.41,0.0,1470,1.04,0.04,0.0,0.17,0.64,504.82,0
1-com.blogspot.zandroidgame.virusavoider,1337,738316,178021,52.0,872.0,277.72,0.0,4306,0.88,0.0,0.01,3.45,0.71,730.87,1
0-com.catguiderevolt.guideroyalrevolt,227,178886,31586,52.0,1470.0,339.63,0.0,4306,0.69,0.02,0.0,0.05,0.78,796.47,0
0-com.gamervengeance.bus.parking.driving.free.games,4933,4403431,153462,52.0,1500.0,78.66,0.0,1470,0.65,0.02,0.0,0.03,0.77,1116.07,0
1-com.freestylz.frontend.android.freestylez,1131,472147,148911,52.0,149.0,255.86,0.0,4252,1.02,0.0,0.1,6.57,0.44,370.39,1
0-com.polkholpost,2016,768908,150629,60.0,60.0,153.39,0.0,747,0.95,0.0,0.0,0.04,0.16,193.71,0
1-com.nicexmasfantasywallpaper.xmlwp,706,323945,111487,60.0,264.0,312.29,0.0,5652,1.02,0.0,0.0,13.71,0.47,416.82,1
0-com.optoma.hdcastpro,79,40885,13697,69.0,901.0,334.07,0.0,1278,1.08,0.05,0.0,48.41,0.5,501.2,0
0-ms2.SalesForceTracker,236,154078,12078,52.0,1470.0,106.88,0.0,1470,0.92,0.0,0.0,0.07,0.89,1066.83,0
0-com.zzm.grade4,399,120339,54932,242.0,213.0,396.66,0.01,1623,2.34,0.05,0.0,3.92,0.8300000000000001,217.63,0
1-com.tapnext.arabicradio,598,236161,86626,61.0,150.0,276.76,0.0,2852,1.09,0.0,0.01,1.4,0.34,277.36,1
1-com.book.mbpl.eaglesnests1,787,280490,89955,60.0,149.0,213.16,0.0,4252,1.15,0.0,0.0,1.94,0.4,318.14,1
1-com.puzzlejupie.Wild_Animals1,808,356068,130774,60.0,237.0,309.89,0.0,2852,1.08,0.03,0.0,6.88,0.47,420.29,1
0-com.Vittle.lekitche,626,356955,45620,156.0,1593.0,378.82,0.02,2526,2.98,0.07,0.1,0.74,1.52,1162.73,0
1-com.desirebeautyphotogallery.flo,38,12791,7942,94.0,167.0,378.19,0.0,1278,1.11,0.0,0.0,0.03,0.17,0.17,1
1-com.zoltanmobile.darkocean,1900,1532280,92534,52.0,1500.0,108.86,0.0,1452,0.78,12.35,54.25,0.04,0.17,228.54,1
0-com.qweapp.resepgadogado,353,215215,55923,52.0,928.0,372.82,0.0,4252,0.74,0.52,0.0,0.04,0.5,437.21,0
1-com.appsministry.litres.book614165,16816,2002455,1589446,60.0,52.0,185.29,0.01,468,1.04,0.0,0.0,0.5,0.26,12.45,1
0-com.aearrarreeeeeeeeeezrrzeeeeaaaaeertdddtaertreeeeerreaara.beapja,216,165627,21277,52.0,1470.0,250.32,0.0,2888,0.65,0.0,0.0,0.07,0.99,1146.69,0
0-com.DoodleArtDesignIdeas.campoenk,274,188356,33801,156.0,1550.0,430.95,0.04,4441,2.43,0.11,0.35,0.21,2.0,758.62,0
0-com.kkkeyboard.emoji.keyboard.theme.AnimeLove,99,20100,8636,55.0,60.0,148.9,0.0,1480,1.16,0.0,0.0,0.1,0.35,160.06,0
0-com.EaseApps.AllahNames,145,34952,9369,159.5,201.0,295.21,0.04,1233,3.8,0.11,0.03,1.5,1.27,700.64,0
0-toddgriffis.guidefornarutosenkiultimateninjastorm4,369,231477,62396,1522.0,1522.0,1772.43,0.0,10030,1.56,0.0,0.05,1.05,1.74,948.44,0
1-com.DroidHeroes.callblocker.app,2066,1110909,225942,52.0,1239.0,220.65,0.0,4252,0.98,0.01,0.0,0.81,0.65,687.7,1
1-com.yukka.livewallpaper.fireice1,93,40556,19049,69.0,121.0,396.85,0.0,1452,1.02,0.0,0.0,0.02,0.34,169.47,1
1-com.gamedolphin.flower.beautifulframe,4,912,860,404.0,404.0,286.67,0.0,404,1.0,15.85,15.95,0.5,0.5,0.5,1
1-app.numerivincenti,1110,448612,116538,60.0,214.0,206.26,0.0,2852,1.0,0.04,0.0,4.04,0.45,377.58,1
0-com.DiamondStudEarrings.paodroid,331,232653,33969,205.0,2342.0,856.75,0.02,7272,2.43,0.12,0.05,28.040000000000006,2.93,1139.85,0
0-com.kirlanik1419,17979,14789905,647774,153.5,1581.0,337.42,0.0,4014,1.72,0.02,0.03,10.69,1.64,1730.14,0
0-com.cuteandtinybabygames.cutetinytoys.free,3956,2986599,161519,156.0,1604.0,194.92,0.04,1574,3.48,0.12,0.05,0.03,1.25,878.37,0
1-com.deadPixelRush.miniGame,920,383485,135075,60.0,129.5,280.24,0.0,4252,1.07,0.0,0.09,0.33,0.4,336.57,1
0-com.arabprod.hamou.bika,343,241322,80226,1603.5,1603.0,1889.29,0.0,11534,2.29,0.14,0.0,2.08,1.92,821.31,0
0-com.goo.goo.colors.saf,583,404886,35817,52.0,1470.0,142.7,0.0,2888,0.76,0.03,0.0,3.45,0.46,608.1,0
0-com.do_apps.catalog_336,1239,1004242,57209,378.5,4550.0,552.5,0.03,10392,12.83,0.1,1.02,0.3,4.64,4763.879999999999,0
0-god.bhagwan.bhajans.mantra.malayalam,1220,740461,88348,52.0,1278.0,156.65,0.0,2888,0.86,0.05,0.0,2.37,0.71,849.55,0
1-com.YaseenTra.PreparationDeliciousDesserts,5,1554,1173,404.0,404.0,293.25,0.0,404,1.33,6.8,6.8,0.5,0.33,0.33,1
1-PatternEncryptDecryptUpgrade.free,6175,1062517,764308,60.0,52.0,241.11,0.01,5652,1.05,0.03,0.0,1.33,0.33,36.06,1
0-com.einforma.buscadordeempresaseinforma,3163,2290168,158205,156.0,1614.0,286.76,0.03,6147,2.96,0.22,0.04,4.86,1.31,1011.08,0
0-evansir.drinkornottodrink,3533,2830062,150037,52.0,1448.0,104.05,0.0,2888,0.69,0.03,0.0,2.36,0.48,659.69,0
0-com.crowdcompass.app4815162342,52,14256,4910,60.0,60.0,181.85,0.0,1470,1.08,0.02,0.0,0.25,0.33,255.93,0
1-com.DroidHeroes.bedtimestories,2277,1269673,238018,52.0,1353.0,205.9,0.0,4252,1.01,0.03,0.0,10.08,0.66,784.6,1
1-com.boa.snorebutton,818,369827,147340,60.0,149.0,345.87,0.0,5652,1.06,0.03,0.0,61.8,0.5,418.76,1
0-com.launcher.theme.t205396211,16,907,667,79.0,46.0,66.7,0.02,83,1.0,0.0,0.0,0.06,0.56,22.11,0
1-com.jezz.tictactoe,636,283477,105599,60.0,224.5,320.0,0.0,5652,1.07,0.0,0.02,17.09,0.5,434.02,1
1-com.Wallpapers4Droid.OldCars2,925,400380,164896,60.0,109.0,345.69,0.0,5724,1.06,0.0,0.09,1.97,0.44,339.14,1
0-com.quickseries.McClainOK,58,8111,4105,60.0,60.0,132.42,0.01,538,1.15,0.0,0.0,0.12,0.33,79.3,0
0-la.vodi.auto,323,45219,25445,240.0,714.5,357.91,0.05,3024,38.55,0.09,0.44,3.08,0.4,122.79,0
1-com.andriodhardcore.game.puzzleinsectos,813,345865,126084,60.0,149.0,294.59,0.0,4252,1.11,0.09,0.06,3.24,0.4,356.15,1
1-com.semantic.test,729,324335,119736,60.0,150.0,314.27,0.0,4306,1.07,0.03,0.0,0.01,0.4,319.76,1
0-com.androapplite.photo.vault.photovault,13,3225,1962,70.0,222.0,280.29,0.0,709,1.17,0.04,0.0,0.5,0.25,80.0,0
0-com.RisingPixel.VIRAG,8701,6363369,339833,104.0,2738.0,212.94,0.0,2303,1.49,0.03,0.01,6.7,1.47,1769.19,0
1-com.Deltatech.iphonekeyboard,623,251106,97904,61.0,204.5,292.25,0.0,4209,1.16,0.0,0.0,59.61,0.35,285.22,1
1-com.boa.battone,637,80192,65175,60.0,52.0,186.75,0.01,468,1.2,0.21,0.0,0.33,0.26,12.17,1
0-com.WePlayStudio.Nebula.Space.Car.Speedway.Galaxy.Star.Rider,5372,4575053,213329,64.0,1500.0,94.56,0.0,6123,0.72,0.05,0.0,0.03,0.85,1228.7,0
0-com.ups.mobile.android,344,120772,33887,189.5,378.0,661.81,0.0,3864,2.96,0.1,0.14,1.31,1.34,710.12,0
0-keyboard.theme.blue.electric.lightening,33,14404,6505,52.0,274.0,382.65,0.0,1480,1.06,0.02,0.0,0.5,0.77,540.54,0
0-com.miamiherald.droid.gatorsfootball,17,2150,2018,85.5,40.0,144.14,0.01,569,4.67,0.05,0.0,0.25,0.29,5.86,0
1-com.xdroid.iphone4.vatican,992,451967,159125,52.0,205.0,313.24,0.0,7052,1.02,0.03,0.0,25.48,0.53,484.68,1
0-com.doadanhadisttentangaurat.doadoadandoa.mesotheliomalawfirm,207,164958,21075,52.0,1452.0,260.19,0.0,4252,0.64,0.05,0.0,0.05,0.96,1162.5,0
1-meansoft.focal.length.calculator,16793,2001494,1588250,60.0,52.0,184.62,0.01,468,1.05,0.0,0.0,0.5,0.27,12.67,1
0-labhcommodities.bullion.price,10,840,840,89.0,89.0,84.0,0.01,89,1.25,0.0,0.0,0.12,1.0,1.0,0
1-org.drhu.WebCamFree,853,344365,136788,60.0,90.0,312.3,0.0,5724,1.02,0.0,0.1,1.73,0.39,272.53,1
0-com.game.roboticsapp.indiantrainsimulatordriving,791,563289,58513,1175.0,1552.0,876.03,0.0,6199,1.61,0.14,0.0,0.1,2.55,1941.21,0
1-dof.do40,872,396876,146900,61.0,201.5,325.72,0.0,4252,1.05,0.0,0.03,2.12,0.38,299.5,1
1-com.exoticode.koreanangel,719,322373,122854,60.0,223.0,327.61,0.0,4252,1.08,0.03,0.0,0.01,0.4,332.06,1
1-PocketTV.BollywoodMusic,15568,1944819,1502923,60.0,52.0,188.98,0.01,1452,1.04,0.0,0.0,10.14,0.27,13.46,1
1-com.lordshiva.livewallpaper,1839,1024597,310551,61.0,883.0,358.6,0.0,7142,0.89,0.27,0.0,7.51,0.42,317.44,1
0-com.Sunshinesoftdeveloper.miraculousbuglady,331,199306,29913,52.0,1470.0,184.65,0.0,4306,0.96,0.0,0.01,0.03,0.58,659.08,0
0-com.afar.riyadhusshalihin,324,195834,37654,115.0,1522.0,750.98,0.0,4358,1.57,0.06,0.28,0.08,2.4,901.79,0
0-com.za.homedesign,262,194698,39698,52.0,1470.0,371.01,0.0,5724,0.69,0.02,0.0,0.07,0.67,688.75,0
1-com.G8.MirrorwallpaperFree,11058,9171960,469372,60.0,1448.0,103.73,0.0,4252,0.69,0.0,0.01,3.19,0.89,1250.03,1
1-com.lifesofts.photo.lovewedframe,3918,2315892,348144,52.0,1452.0,186.97,0.0,4306,0.91,0.0,0.0,21.86,0.72,880.28,1
0-com.embratoria.embraloader,194,98340,12725,112.0,1652.0,314.35,0.0,2568,1.7000000000000002,0.0,0.0,1.12,1.22,1304.59,0
0-com.app.p5728JE,484,324290,30189,40.0,1500.0,121.73,0.0,1440,1.05,0.0,0.0,0.1,1.51,2043.33,0
0-com.kerincingdroid.coolhairstyleman2018,5407,5385064,203429,61.0,1278.0,185.44,0.0,4252,0.25,0.05,0.0,6.02,0.59,656.7,0
1-com.zemtra.bikecircus,922,403518,163989,60.0,149.0,333.99,0.0,5652,1.07,0.02,0.0,17.41,0.45,396.84,1
0-com.meihillman.qrbarcodescanner,790,516868,55443,52.0,1470.0,154.44,0.0,2888,0.83,0.05,0.0,2.38,0.72,902.18,0
0-com.audiospace.radiodead,165,59621,14100,183.0,531.0,486.31,0.02,1930,2.6,0.08,0.03,0.37,1.78,590.48,0
1-com.mobilefunhobbies.testCuantoSabesDeEclipse,4,908,868,404.0,404.0,289.33,0.0,404,1.0,0.0,0.0,0.5,0.5,0.5,1
0-com.ovilex.trainsimulator2015,9934,8270110,421350,145.5,1581.0,354.3400000000001,0.0,2578,1.64,0.04,0.0,65.52,1.57,1623.04,0
1-com.nextmedia.chedonna,721,319368,112324,60.0,235.0,301.95,0.0,5652,1.06,0.02,0.0,2.33,0.42,359.38,1
0-com.viva.naming_by_age,606,281914,45787,156.0,1800.0,332.0499999999999,0.02,3002,2.9,0.1,0.0,0.18,2.2,1925.04,0
1-com.hanuman.chalisa,1119,553423,153544,52.0,384.0,276.66,0.0,5652,0.98,0.03,0.0,1.61,0.57,568.52,1
1-com.pilotfishmediainc.sudoku,803,353533,139717,60.0,141.0,337.48,0.0,4306,1.06,0.0,0.08,2.17,0.43,339.07,1
1-com.Sunbird.PhotoWaterMirrorEffect,19023,2273197,1796397,60.0,52.0,184.47,0.01,918,1.05,0.0,0.01,0.14,0.26,13.12,1
1-com.gokhanozturk.mesajuyaricisi,43,18662,13503,501.0,77.0,587.09,0.0,1278,1.15,23.78,23.76,50.06,0.46,321.3,1
1-com.iglobalapps.RamadanWallpaper,43,18995,14178,571.5,85.0,590.75,0.0,1278,1.14,8.52,8.52,11.73,0.43,367.41,1
0-com.regexsoft.freecasinogames.gorillaslots,35500,32116244,895886,52.0,1470.0,63.37,0.0,1470,0.66,0.02,0.0,29.78,1.41,2073.26,0
1-com.davidebianciotto.calcolatoregeometricofreeita,813,361145,146554,60.0,121.0,351.45,0.0,4252,1.04,0.0,0.0,63.48,0.37,300.66,1
1-com.incredible.flags.neatherlands,934,462606,163883,60.0,227.0,340.71,0.0,7052,1.06,0.0,0.31,54.66,0.46,436.86,1
1-com.gamedragon.flagame.princessessc,7644,1201117,798038,60.0,52.0,203.95,0.01,5652,1.04,0.0,0.11,10.98,0.32,48.53,1
1-adworldwide.currency,837,350485,131278,52.0,125.0,304.59,0.0,4252,1.04,0.03,0.0,12.45,0.35,270.59,1
1-com.mamp.jeycorp.memory_optimization_ver11,861,372392,135225,60.0,152.0,308.03,0.0,4252,1.04,0.03,0.0,6.97,0.42,335.42,1
1-com.nizuar.football.premierleague,789,341855,125036,60.0,103.0,305.71,0.0,7052,1.02,0.03,0.0,3.52,0.42,339.33,1
0-ie.aib.smartmove,957,263820,63840,132.0,164.0,363.73,0.0,1856,3.76,0.32,0.42,0.21,1.5,953.71,0
1-com.appsministry.litres.book121184,78,6687,4324,52.0,40.0,92.0,0.01,760,1.42,0.0,0.14,0.5,0.2,19.68,1
1-com.appsministry.litres.book6086217,1051,461811,169704,61.0,210.0,305.22,0.0,5724,1.12,0.09,0.0,18.7,0.31,204.73,1
0-com.iraqigames.checkyourhearing,54,5069,3214,393.0,112.0,286.5,0.02,1228,2.24,0.04,0.04,0.34,0.93,77.72999999999998,0
0-com.UberGameware.JetFishRun,176,61735,32804,65.5,59.0,372.77,0.0,2852,1.0,0.74,0.0,8.56,0.62,295.36,0
0-com.nowbiketaxidelivery.client,5396,5493982,174638,1508.0,1516.0,1461.58,0.04,3969,4.58,0.3,0.01,32.81999999999999,2.77,286.31,0
0-com.getepic.Epic,856,545971,61113,1296.5,1341.0,852.2,0.0,2902,1.39,0.04,0.0,7.32,1.59,555.48,0
1-com.happysealivewallpaper.seafish,33,3238,1289,358.5,52.0,214.83,0.01,404,0.21,6.52,6.52,0.25,0.03,0.03,1
0-net.stardia.TacoTarou,15369,12433754,602941,168.0,4470.0,296.0499999999999,0.0,6665,2.16,0.0,0.0,15.43,2.31,3200.75,0
1-de.paterino.warcraft.quiz,11,3499,1161,404.0,381.0,290.25,0.0,404,0.44,2.79,2.79,0.5,1.5,476.5,1
0-com.kongregate.mobile.bitheroes.google,404,168648,61063,220.0,588.0,850.97,0.0,3258,5.28,0.07,0.0,2.79,1.82,766.44,0
0-com.radiogen.oldiesradio,332,193455,33265,52.0,1452.0,217.42,0.0,1470,0.85,0.06,0.0,0.05,0.59,632.3,0
1-com.chinese.jlchess,949,465178,165250,52.0,219.0,337.24,0.0,5724,1.05,0.05,0.0,55.57,0.47,454.13,1
1-com.sysapptor.classiccakerecipes,801,356606,138248,60.0,149.0,337.19,0.0,5724,1.05,0.03,0.0,1.42,0.36,284.32,1
0-com.prineside.tdi,21,4659,2717,63.0,55.5,247.0,0.0,1274,1.1,0.05,0.0,0.03,0.33,6.83,0
0-ru.inplayroom.nine,14765,13349575,620020,248.0,2887.0,507.58,0.02,7812,2.74,0.24,0.06999999999999999,31.52,2.39,1972.55,0
0-apps.inovotek.medisage,10,1062,1062,89.0,89.0,106.2,0.01,328,1.67,0.65,0.65,0.12,1.0,1.0,0
1-com.demianmanu02,5696,1032516,644136,60.0,52.0,217.39,0.01,4252,1.07,0.0,0.0,1.08,0.27,54.0,1
0-com.shoutcast.stm.fmmunicipallaprimera,71,7972,3032,60.0,44.0,73.95,0.01,248,1.37,0.0,0.0,0.06,0.25,105.03,0
1-com.tofairy.math5,894,419174,201405,63.0,120.0,429.43,0.0,4252,1.08,0.05,0.0,144.84,0.46,395.39,1
0-us.cogitate.signatureinsurance,205,66302,15221,52.0,156.0,142.25,0.0,691,1.09,0.02,0.0,0.08,0.57,445.45,0
0-com.drivenworldwide.AtoB,150,41108,12996,76.0,102.0,193.97,0.0,1278,0.81,0.0,0.06,0.03,0.31,141.07,0
1-com.cellprak.puppyhd,11496,1632163,1143797,60.0,52.0,191.11,0.01,4252,1.08,0.02,0.0,4.89,0.26,28.12,1
1-com.gameguide2.deathworm,71,16595,7902,68.0,60.0,207.95,0.0,569,1.09,25.78,25.78,0.12,0.3,170.14,1
0-com.MenShoesDesign.osasdev,277,185303,41599,52.0,1470.0,315.14,0.0,5792,0.91,0.05,0.0,0.08,0.63,729.22,0
0-com.baghdadiapps.amdah_nabawiya,290,188850,31391,3006.5,1522.0,1701.52,0.0,7194,1.52,0.36,0.07,0.1,2.29,1227.03,0
0-com.elmagaurdian,48,14266,6965,76.5,73.0,290.21,0.0,2852,1.0,0.02,0.0,0.5,1.38,504.85,0
1-com.AppsCafe.thakefNafsak,19,1882,1316,74.5,52.0,131.6,0.01,404,0.91,0.0,0.0,0.25,0.4,15.7,1
1-com.antoinetrebuchet.myfengshui,1193,683246,152531,52.0,1278.0,250.46,0.0,5652,1.04,0.03,0.0,47.37,0.78,951.89,1
0-jp.goodsmile.grandsummonersglobal_android,218,63451,22057,60.0,79.0,195.19,0.0,1452,1.08,0.0,0.0,5.28,0.29,196.03,0
1-com.appsministry.litres.book3938115,771,336183,117810,52.0,209.0,296.01,0.0,5652,1.06,0.0,0.01,1.38,0.49,393.52,1
