apkNum,totalPkts,totalPktSize,totalBytesIn,medPktsIn,medPktsOut,avgPktsIn,avgPktSize,maxOutPktSize,ratioNumPkts,minTimeOut,minTimeIn,avgSizepktFlowUDPIn,avgNumpktFlowTCPOut,avgSizepktFlowTCPOut,Result
1-championsleague77.ringtones,795,350090,128048,60.0,210.0,307.07,0.0,4252,1.08,0.03,0.0,9.76,0.41,359.55,1
0-com.timuzgames.motoriderhighwaytraffic,15353,13168573,460914,52.0,1480.0,73.46,0.0,1470,0.69,0.02,0.0,10.57,0.84,1212.54,0
0-com.mangoappst.hdlivewallpapernature,181,39461,9567,104.0,120.0,187.84,0.0,918,2.5700000000000003,0.04,0.0,0.62,0.5800000000000001,405.79,0
0-com.TH3PRO.HUHU.MACHROU7,85825,65729508,3205615,135.0,1510.0,149.20999999999995,0.02,1472,1.84,0.05,0.0,0.06,1.19,642.77,0
0-com.innovatise.lincsinspire,296,97592,28175,52.0,108.0,184.15,0.0,2123,1.07,0.0,0.0,0.06,0.52,363.51,0
0-com.townsquareinteractive.villalobos,415,145141,61445,71.5,110.0,289.83,0.0,1278,1.04,0.0,0.0,23.78,0.38,281.78,0
0-pt.mcdonalds,8111,6049977,412385,156.0,4500.0,327.73,0.0,4026,2.78,0.05,0.0,43.99,1.79,2270.9300000000007,0
1-gigilabs.fireworkslwp,19193,2306814,1822269,60.0,52.0,185.6,0.01,1452,1.05,0.0,0.0,0.02,0.25,12.35,1
1-com.autoimmagini.toyotacamry,5684,4211658,317002,72.0,1452.0,124.36,0.0,1452,0.8,0.12,0.11,51.19,0.18,205.34,1
0-com.fchatnet.yourcleanersmart,21,3204,2162,60.0,40.0,180.17,0.01,1480,1.33,0.24,0.0,0.5,0.33,56.08,0
0-filipe.poopoo.cow,229,70160,34303,60.0,79.0,293.19,0.0,1398,1.04,0.02,0.0,0.1,0.36,176.3,0
0-com.atisprim.math.lite,386,131927,51694,63.0,86.0,262.41,0.0,1470,0.99,0.02,0.0,7.58,0.37,319.69,0
1-com.naturenewlivewallpaper.cool,894,400552,155679,61.0,149.0,334.08,0.0,4252,1.08,0.0,0.0,42.78,0.41,355.84,1
1-com.jigsaw.sudokusolver,868,377355,149378,60.0,148.0,332.69,0.0,5652,1.05,0.0,0.0,1.74,0.38,276.65,1
1-com.catsamazinglivewallpaper.cats,869,380456,154987,60.0,121.0,347.5,0.0,7142,1.04,0.02,0.0,10.71,0.43,327.86,1
0-com.reverbs.beeescape,246,177461,31368,52.0,1470.0,323.38,0.0,4306,0.65,0.05,0.0,0.07,1.11,1219.34,0
0-com.fitnessmobileapps.samsonbarbell,3468,2168114,1711136,688.0,40.0,923.44,0.0,13180,1.15,0.0,0.0,0.02,0.32,131.54,0
1-com.headsup.game,769,344630,121481,60.0,191.5,312.29,0.0,7052,1.01,0.04,0.0,0.01,0.4,331.64,1
0-tm.zte.nubia.v18.nubiaN3.blade.v9.vita.tempo.theme.wallpaper.launcher,301,194953,34254,104.0,1510.0,297.27,0.02,4389,1.73,0.1,0.0,0.16,1.2,498.81,0
1-com.lthsim.tvremote,1883,1043353,197694,52.0,1167.0,220.15,0.0,4252,0.91,0.0,0.0,0.01,0.57,629.6,1
0-com.fazbro.runaway.balls.ultimate.challange,211,68574,32070,60.0,60.0,291.55,0.0,1470,1.09,0.0,0.0,0.1,0.32,190.41,0
0-com.fivestargames.megawin,21,3499,2033,142.5,104.0,349.23,0.02,1464,1.86,0.06,0.0,0.04,1.75,231.42,0
0-com.taxapps.alanpatient,835,421900,40702,52.0,1500.0,87.34,0.0,1470,1.26,0.0,0.0,8.07,0.5,677.66,0
0-com.voltage.g.kcafe.en,15,830,437,104.0,104.0,107.0,0.04,117,2.4,0.15,0.11,0.56,0.6,0.6,0
1-info.pkwapps.zipcodes,932,418534,186448,60.5,90.5,390.06,0.0,4306,1.05,0.03,0.0,1.66,0.41,289.26,1
1-com.funfury,898,405051,152990,61.0,150.0,330.43,0.0,5724,1.06,0.03,0.0,1.95,0.38,294.43,1
1-com.oecilkritingz.detroitpistons,148,60895,28865,65.0,81.0,356.36,0.0,1452,1.17,1.98,1.98,0.02,0.31,210.06,1
1-com.Sandpiper.AutoChangeWallpaper,6357,1374996,642883,60.0,52.0,198.73,0.0,8452,1.04,0.0,0.0,6.77,0.38,131.97,1
1-com.velbrothers.ILoveU,6914,5184724,364590,72.0,1452.0,114.01,0.0,7052,0.86,0.0,0.01,21.14,0.93,1272.34,1
0-in.theapplab.kafila.ordering.me,347,126388,75918,162.0,481.0,611.77,0.0,2662,2.09,0.08,0.06,173.48,1.08,743.21,0
0-com.foreach.superhero.rescue.wild.animals,6521,5811865,194357,64.0,1500.0,74.24,0.0,4153,0.67,0.02,0.0,0.04,0.84,1228.34,0
1-tour.eiffel.livewallpaper,1476,692004,310351,61.0,98.0,417.7,0.0,5652,1.01,0.0,0.0,63.92,0.44,339.77,1
1-com.dan.red.wine.new1.battery.widget,566,225728,71033,61.0,214.0,235.99,0.0,4252,1.13,0.03,0.0,2.07,0.33,293.92,1
1-com.sunnyso.bask,75,17885,8474,66.0,70.0,217.28,0.0,569,1.03,0.0,0.0,0.12,0.29,169.0,1
1-com.livewallpaper.christmassnowing,838,372615,146003,61.0,150.0,327.36,0.0,2852,1.05,0.0,0.03,4.84,0.45,385.6,1
1-com.Digisoft.PhotoCollageMaker,1153,576170,183775,52.0,347.0,318.5,0.0,8560,1.0,0.05,0.0,81.74,0.43,387.52,1
0-com.gau.go.launcherex.theme.golauncherblacktheme,180,38510,9910,104.0,136.0,194.48,0.01,917,2.38,0.08,0.04,0.62,0.64,400.65,0
1-com.swastikit.lostatsea,1032,403947,161748,52.0,74.0,298.98,0.0,5652,1.08,0.0,0.01,26.6,0.32,257.66,1
0-com.glinfotech.statusquotes,233,179676,33141,52.0,1470.0,360.23,0.0,2888,0.65,0.03,0.0,0.04,0.77,885.7,0
1-com.gamedragon.flygame.fingertaplove,2,100,60,60.0,40.0,60.0,0.02,60,1.0,35.98,35.98,64.78,0.5,0.5,1
1-com.AppsForArab.MathaAfalLaylatALdokla,1430,656715,333221,70.0,90.0,457.72,0.0,5652,1.03,0.0,0.02,98.67,0.47,339.66,1
0-com.americaradioapps.canadaEnglishradio,1589,1077636,100896,508.0,3130.0,681.6500000000002,0.0,3344,2.42,0.01,0.03,0.67,1.95,2454.77,0
1-com.themesfordroid.lovethemegolauncherex,825,363935,140988,60.0,148.0,330.96,0.0,4252,1.04,0.02,0.0,1.42,0.46,386.91,1
1-sports.news.android,851,366249,131069,60.0,125.0,296.54,0.0,5652,1.03,0.0,0.09,0.93,0.38,326.24,1
0-com.fruitcandy.blast,10048,8414808,451091,64.0,1500.0,102.85,0.0,7340,0.77,0.05,0.0,21.96,0.35,507.88,0
0-com.bnpparibas.leasingsolutions.sah.mobile.manitou,40,8277,4069,145.5,145.0,439.21,0.0,1746,1.89,0.0,0.09,1.5,0.98,296.3300000000001,0
0-com.appybuilder.nisa88lagi.LADYANTEBELLUM,47125,45717780,978808,156.0,4500.0,177.49,0.0,6273,1.76,0.09,0.13,0.45,2.9000000000000004,4314.47,0
0-jamapp.caloriesimple,695,426025,68666,124.0,1588.0,556.3,0.0,2748,1.62,0.12,0.0,84.67,1.77,1463.51,0
0-net.dcsplus.android.TravList,60,15868,3415,52.0,60.0,117.76,0.0,858,0.94,0.02,0.0,0.17,0.63,405.81,0
1-com.gi.olympics.quiz.main,5,976,872,404.0,404.0,290.67,0.01,404,0.75,12.39,12.71,0.5,1.0,26.5,1
1-com.glam.book.shiyongfengshuixue,1054,428144,171354,60.5,93.0,307.09,0.0,5652,1.04,0.0,0.0,13.5,0.41,305.07,1
0-com.dimedia.trueu,16,1053,459,52.0,80.0,57.38,0.02,83,1.0,0.0,0.1,0.25,0.25,7.75,0
0-com.falafel.eventboard,90,31084,9845,63.0,113.0,200.92,0.0,1351,1.2,0.03,0.0,0.03,0.42,157.32,0
0-com.guidetv,63,4479,2434,54.5,60.0,64.05,0.01,391,1.52,0.22,0.0,0.25,0.12,4.94,0
0-com.ysw.loveimages,582,410387,223809,103.0,52.0,891.67,0.0,5746,0.76,0.0,0.0,12.8,0.52,260.74,0
0-com.farlex.dictionary.realestate,1639,843530,223634,1912.5,2471.5,2124.29,0.0,13374,4.57,0.85,0.93,0.09000000000000001,10.08,8036.769999999998,0
1-com.androiddevnetwork.apmdpbtzqwbzhew,6,1012,920,404.0,404.0,230.0,0.01,404,1.0,2.9,2.9,0.5,0.25,0.25,1
1-com.magmamobile.gameoo.Smashxx,718,312647,110364,60.0,179.0,295.88,0.0,4252,1.05,0.0,0.0,12.73,0.39,329.45,1
1-com.gamedragon.flygame.hitflyers,8637,1324765,887075,60.0,52.0,196.69,0.01,5652,1.09,0.03,0.0,16.52,0.27,38.13,1
1-cutegirls.hyecrook.com,952,372580,115967,60.0,153.0,228.28,0.0,2852,1.1,0.0,0.0,31.94,0.42,379.78,1
0-com.remedies.babycoldenglish,207,156705,14116,52.0,1452.0,170.07,0.0,4252,0.67,0.0,0.0,0.05,0.53,664.74,0
1-com.lightidea.diamond1,7,2652,2652,198.0,198.0,378.86,0.0,1452,1.0,13.79,13.79,0.5,1.0,96.33,1
0-com.gamesworld.kids.scooter.stunts,7740,5928922,312012,52.0,1500.0,88.06,0.0,2888,0.84,0.06,0.0,2.57,0.52,720.59,0
0-ataya.p.game.fingerpingpong,226,181221,31806,1203.0,1522.0,1242.0,0.0,5776,1.22,0.11,0.0,0.16,3.36,1448.41,0
0-com.itau,1035,366105,141825,52.0,253.0,248.82,0.0,1470,1.23,0.06,0.0,42.71,0.28,183.16,0
1-ar.puzzle.comarca,1278,639225,211053,52.0,314.0,335.54,0.0,5652,0.97,0.03,0.0,2.64,0.53,479.08,1
0-com.bowling.pins.champs,306,192265,33869,52.0,1452.0,250.88,0.0,2852,0.79,0.0,0.0,0.05,0.61,631.26,0
0-net.slitherio.transparentskin,835,501605,273051,2826.0,1704.0,2741.79,0.0,9650,3.42,0.21,0.08,132.94,2.06,964.88,0
1-com.xdroid.iphone4.lighter,926,416969,151812,54.5,205.5,309.82,0.0,4306,1.1,0.03,0.0,12.35,0.41,362.81,1
1-com.appsministry.litres.book6493336,974,342060,210304,83.0,53.0,427.45,0.0,5652,1.02,0.0,0.02,39.47,0.39,144.82,1
0-com.pooandplay.worldbossbattlerush,406,251676,42511,52.0,1452.0,231.04,0.0,2852,0.83,0.0,0.0,0.04,0.71,783.57,0
1-com.timeactive.korean8,50,31127,9517,69.0,1274.0,413.78,0.0,1278,0.79,5.11,5.11,29.04,0.5,0.5,1
1-com.ocp.horoscopodiario,522,186040,63130,56.0,125.0,228.73,0.0,2852,1.11,0.0,0.0,9.4,0.36,286.72,1
0-com.SMSBonjour.fiverr,1789,1200917,100154,122.5,1331.0,281.5900000000001,0.01,4340,1.49,0.05,0.0,4.8599999999999985,1.15,741.47,0
0-com.hbg.surgerygames.surgerysimulator.doctorgames.injury.laser.surgery,5813,4634816,230077,80.0,1500.0,85.88,0.0,1323,0.85,0.0,0.15,0.04,0.33,479.04,0
1-com.mal.animal.sounds,80,8570,2938,58.0,52.0,91.81,0.01,404,0.64,3.32,3.36,0.12,0.29,20.75,1
1-com.adgarcis.tubasketcvmarcador,963,476884,148784,52.0,419.0,303.02,0.0,4252,1.04,0.03,0.0,28.54,0.45,435.18,1
0-fussball.liveticker.ergebnisse,309,159272,128326,1164.0,53.0,787.28,0.0,2888,1.12,0.05,0.0,99.49,1.13,228.21,0
0-com.eagleyes.falldown,292,198094,34004,52.0,1470.0,276.46,0.0,2888,0.73,0.05,0.0,0.06,0.79,877.36,0
0-com.carlevans.squad_selector,29,10120,8829,658.0,178.0,1113.36,0.01,3431,8.08,0.57,0.57,1.12,0.8300000000000001,95.39,0
1-com.at.extremebikeracing,4,908,868,404.0,404.0,289.33,0.0,404,1.0,0.0,0.0,0.5,0.5,0.5,1
1-com.tnkfactory.emoticons,2210,1247537,296018,60.0,1192.0,290.78,0.0,5724,0.84,0.02,0.0,10.56,0.69,651.6,1
0-com.Tobit.android.Slitte7026003476,4816,3618897,152153,156.0,4500.0,216.84,0.0,2738,2.4,0.19,0.46,0.14,5.09,6996.46,0
1-com.Droidstars.dictionary.englishtoarabic,1824,991947,201857,52.0,939.0,226.04,0.0,7142,0.94,0.0,0.0,1.09,0.47,507.53,1
0-keyboard.theme.k820010078,72,26927,15061,61.0,90.0,358.6,0.0,1480,1.4,0.02,0.0,40.79,0.41,380.53,0
1-com.ghostdev.aid1,5274,912776,559604,60.0,52.0,209.35,0.01,7052,1.03,0.03,0.0,8.55,0.38,62.25,1
1-com.appsministry.litres.book289982,1889,972539,202024,52.0,895.0,216.3,0.0,4252,0.97,0.0,0.0,1.35,0.52,569.59,1
1-com.glabs.agecalc,1071,463337,179694,60.0,149.0,319.17,0.0,4252,1.1,0.03,0.0,38.52,0.49,389.4,1
1-appvillage.sikhguruswallpapers,4804,811993,492771,60.0,52.0,201.05,0.01,4306,1.04,0.4,0.37,0.57,0.35,52.46,1
1-com.krazee.babies,1069,622381,128383,52.0,1278.0,256.77,0.0,7052,0.87,0.03,0.0,0.96,0.75,819.16,1
0-ru.teamo.teamoapp,186,56679,16107,60.0,99.0,159.48,0.0,1297,1.19,0.03,0.0,0.06,0.49,404.02,0
1-com.relaxalllivewallpaper.cool,6,1065,888,404.0,404.0,222.0,0.01,404,1.0,2.57,2.58,0.5,0.25,0.25,1
1-sd.floatview,989,447420,172576,60.0,181.0,337.72,0.0,5652,1.07,0.36,0.33,86.96,0.49,433.83,1
1-org.benjemaa.wallpaper,841,351937,131222,52.0,125.0,303.05,0.0,4252,1.06,0.02,0.0,0.5,0.44,374.39,1
0-com.ka.flashlightonclap,3146,1984630,150145,52.0,1452.0,107.86,0.0,1405,0.79,0.04,0.0,0.04,0.72,890.92,0
1-com.canny.PowerpointShortcuts,955,457526,154751,52.0,334.0,310.74,0.0,5724,1.08,0.03,0.0,64.26,0.39,368.47,1
0-com.mtrasymposiumusz.app,10,666,312,52.0,125.0,52.0,0.02,52,1.5,0.0,0.08,0.07,0.1,0.1,0
1-com.boa.finchbutton,871,375753,152569,60.0,121.0,330.24,0.0,5724,1.04,0.0,0.88,5.8,0.42,325.4,1
1-com.andreajeremiahwallpapers,5,918,537,199.5,86.0,134.25,0.01,313,1.33,0.05,0.0,0.5,0.33,0.33,1
1-com.locationalert,1042,463558,193653,61.0,134.0,357.95,0.0,7142,1.08,0.0,0.19,49.28,0.42,313.15,1
0-com.rymm.classnet,79643,70991970,2167804,116.0,1522.0,122.69,0.02,4317,3.7,0.13,0.04,251.63,1.41,1579.73,0
1-com.underwaterallphotogallery.aqua,922,383384,147876,60.0,125.0,312.63,0.0,4306,1.05,0.0,0.02,21.16,0.39,313.97,1
1-com.pilotfishmediainc.ninjajump,984,448564,157252,54.5,216.0,304.75,0.0,5652,1.06,0.0,0.0,12.9,0.49,410.61,1
0-com.shoutcast.stm.elpalenquedeareco,34,3422,2204,52.0,40.0,116.0,0.01,593,1.27,0.0,0.09,0.5,0.23,30.41,0
1-com.themesfordroid.winterthemegosmspro,1062,620152,128796,52.0,1399.0,262.31,0.0,4252,0.86,0.0,0.92,0.02,0.68,754.23,1
1-com.harmonybeautylivewallpaper.cool,876,401917,166062,61.0,148.5,369.85,0.0,5652,1.05,0.0,0.09,45.78,0.37,305.08,1
1-com.hisham.blackjack,656,292214,110203,52.0,125.0,322.23,0.0,11396,1.03,1.01,0.98,1.19,0.43,386.23,1
0-com.omerfaruk.sweetycandymatchgame,13131,11871335,410935,128.0,3000.0,153.09,0.0,2940,1.32,0.04,0.06,1.46,2.49,3690.47,0
0-com.fi9961.godough,68,23160,7090,56.0,111.5,208.53,0.0,801,1.0,0.03,0.0,0.25,0.47,370.69,0
0-com.appchamp.islamic.purnoorduain,333,221999,60310,52.0,1470.0,394.18,0.0,5956,0.85,0.0,0.03,0.07,1.14,1086.49,0
0-com.adoregames.coastalhill,21706,19528765,640126,64.0,1470.0,76.63,0.0,5724,0.63,0.0,0.0,3.21,0.64,925.49,0
1-com.money.noe,15975,1915702,1522822,60.0,52.0,186.8,0.01,639,1.04,0.0,0.0,0.5,0.26,12.45,1
0-ru.arybin.credit.calculator,32,2756,1378,70.0,70.0,86.12,0.01,328,1.0,0.02,0.0,3.41,0.8,962.83,0
1-com.symapp.christmasicerink2,19335,2298376,1824644,60.0,52.0,184.44,0.01,468,1.05,0.0,0.0,0.5,0.26,12.41,1
0-hechizos.conjuros.amor,92,51221,5027,52.0,1470.0,109.28,0.0,569,1.0,0.05,0.0,0.25,0.44,547.46,0
1-com.kostamel.delicateflowers,18746,2236928,1776364,60.0,52.0,185.79,0.01,468,1.04,0.03,0.0,0.5,0.26,12.42,1
1-com.Black.White_xzd,787,343861,129869,60.0,199.0,306.29,0.0,7052,1.06,0.0,0.0,6.19,0.46,385.7,1
1-net.socialidm.kamazicom,4788,3446072,358272,64.0,1500.0,169.24,0.0,4396,0.79,0.04,0.0,21.64,1.26,1680.94,1
0-com.menghancurkanorangzalim.forextrandingonline,303,205962,50877,312.0,1562.0,1166.42,0.02,8956,2.37,0.11,0.0,0.41,2.6,1693.52,0
1-com.niraj.christmas,4,908,868,404.0,404.0,289.33,0.0,404,1.0,0.0,0.0,0.5,0.5,0.5,1
0-com.djmom.two,439,132715,39307,52.0,99.0,173.92,0.0,1500,1.06,0.13,0.0,0.08,0.39,254.62,0
1-com.datingtipsx,886,414967,144622,52.0,188.5,318.55,0.0,4306,1.05,0.0,0.02,125.05,0.45,394.38,1
1-com.nmx.EnglishVideoSongs,5033,893692,550531,60.0,52.0,215.14,0.01,7052,1.03,0.0,0.0,1.63,0.36,54.8,1
1-com.appsministry.litres.book6379307,4865,3825825,289999,52.0,1500.0,142.93,0.0,4252,0.71,0.11,0.0,6.46,1.27,1776.24,1
0-appinventor.ai_nachosanmi.TicTacToeTaz,8,416,256,76.0,40.0,64.0,0.02,76,1.0,0.05,0.0,4.49,0.75,20.25,0
1-com.santaclausromanticlwp.lwxw,852,372476,135268,57.0,196.0,303.97,0.0,5652,1.09,0.02,0.0,7.05,0.38,336.39,1
0-com.sparklingsociety.cityisland2,9736,8860462,278282,52.0,1500.0,77.71,0.0,1278,0.58,0.0,0.0,49.04,1.02,1477.39,0
0-com.hyperbeard.kleptodogs,21956,19049938,687919,128.0,1536.0,267.19,0.0,5372,1.71,0.07,0.0,6.18,0.52,635.22,0
0-iSnag.Mobile.Android,262,85466,50589,89.0,81.0,363.95,0.0,1351,1.13,0.0,0.14,62.0,0.68,320.11,0
0-bakyo.news.Laredo,331,184893,30352,212.5,1367.0,316.02,0.01,3120,4.79,0.0,0.0,5.2,1.54,539.7,0
1-com.Prismsoft.AirHornPro,573,130875,70340,60.0,60.0,228.38,0.0,1452,1.15,0.0,0.04,0.02,0.25,79.83,1
1-com.fjbelchi.navigationbook,979,415099,159455,60.0,148.0,313.27,0.0,7052,1.05,0.03,0.0,14.53,0.53,434.21,1
1-com.boa.dancingbuttonfree,785,358250,141013,60.0,149.0,347.32,0.0,7052,1.07,0.03,0.0,74.93,0.39,338.17,1
0-com.miketiu.radioespoircotedivoire,19436,13833815,1034059,52.0,1500.0,119.08,0.0,4306,0.81,0.11,0.0,1.9,0.57,727.5,0
0-uk.ac.ncl.m,368,125921,29828,108.0,508.0,290.81,0.01,1770,2.62,0.6100000000000001,0.0,4.11,0.44,305.95,0
1-com.hardcoreapps.ambulance,816,359908,133348,60.0,188.0,310.11,0.0,4252,1.08,0.03,0.0,4.85,0.52,446.77,1
0-com.sweet.candy.puzzle,6595,4788077,325221,52.0,1500.0,104.4,0.0,3104,0.9,0.0,0.0,0.01,0.44,589.11,0
1-com.burningpassion.hindidictionary,18472,2202528,1748331,60.0,52.0,185.62,0.01,468,1.04,0.0,0.05,0.5,0.27,12.65,1
1-com.toad.sparkle.live.wallpaper,647,289614,106639,52.0,203.0,323.15,0.0,4252,1.03,0.03,0.0,1.66,0.43,338.92,1
1-com.flowerstopphotogallery.flo,797,336367,129139,52.0,108.0,314.21,0.0,5724,1.05,0.03,0.0,0.01,0.41,289.62,1
0-com.AirbrushGraphicDesign.bk1design,225,164008,21397,52.0,1470.0,237.74,0.0,1470,0.67,0.05,0.0,0.08,0.97,1133.1,0
0-com.theapptrvllr.vancouverlookout,32,2390,1130,59.0,52.0,66.47,0.01,141,1.13,0.0,0.05,0.25,0.62,52.08,0
0-com.keyboard.theme.luxury.pink.bow,27,11248,3894,56.0,198.0,278.14,0.0,1480,1.08,0.0,0.0,0.5,0.4,264.2,0
0-com.tbig.playerpro.skins.bestpowt_frosty,934,500417,222122,61.0,83.0,515.36,0.0,5724,0.86,0.05,0.01,14.84,0.55,355.53,0
0-com.guidedkeys.mulanabijlighar,6409,4695125,342654,52.0,1500.0,123.39,0.0,5844,0.76,0.05,0.0,2.12,0.76,1010.12,0
1-com.kfjigsawdemo55,2112,1003777,485725,63.0,83.0,443.58,0.0,5652,1.07,0.0,0.0,97.81,0.51,453.74,1
0-com.subsplash.thechurchapp.spiritoffaithchristiancenter,50,11948,4815,230.0,503.0,335.08,0.03,1512,4.27,0.13,0.0,20.08,1.4300000000000002,656.2,0
0-com.app.p1130CF,16,1434,725,104.0,253.0,169.93,0.03,389,2.25,0.44,0.52,21.98,0.79,16.11,0
1-firstapps.mannings.radio4HongKong,98,46849,22821,96.0,173.0,447.47,0.0,1452,1.04,3.38,3.38,0.02,0.43,280.47,1
1-carmilus.galaxys5,4,908,868,404.0,404.0,289.33,0.0,404,1.0,0.0,0.0,0.5,0.5,0.5,1
0-com.gpsmycity.android.u343,1952,1318558,96182,52.0,1470.0,101.67,0.0,2888,0.94,0.03,0.0,0.44,0.5,675.65,0
0-com.subsplash.thechurchapp.s_3FJV9H,362,202821,45989,65.5,997.0,232.27,0.0,702,1.03,0.0,0.0,2.43,0.39,410.56,0
1-com.reggaesounds,158,40440,23347,52.0,125.0,288.23,0.0,2852,1.03,0.0,0.11,36.22,0.18,69.62,1
1-com.rakesh.oodlecar,1054,468180,143265,52.0,255.0,260.96,0.0,4252,1.07,0.0,0.0,18.01,0.4,358.92,1
0-com.app.tallelectricinc,14043,12490033,407948,64.0,1480.0,72.85,0.0,1470,0.66,0.06,0.0,3.03,1.3,1904.27,0
1-air.Join3Fruits,2,104,52,52.0,52.0,52.0,0.02,52,1.0,10.83,10.98,0.5,0.5,0.5,1
1-com.boa.doorbellbuttonfree,822,308062,121833,60.0,83.0,282.02,0.0,4252,1.08,0.03,0.0,94.88,0.42,301.23,1
0-com.ultimatumapp.djkaandeniz,3293,2589271,158408,52.0,1500.0,111.48,0.0,1478,0.76,0.13,0.0,6.49,0.77,1066.52,0
0-kr.co.eland.eat,54,12605,3443,108.0,137.5,213.75,0.02,1374,1.63,0.05,0.06,1.0,1.19,491.41,0
1-gs.games.battlecity,4873,887027,535781,60.0,52.0,215.43,0.01,5652,1.03,0.0,0.0,28.64,0.36,63.66,1
0-omegle.tv,8,430,270,83.0,40.0,67.5,0.02,83,1.0,0.03,0.0,0.17,0.75,20.25,0
0-com.elearning.BuildingNodeApplications,230,171179,27020,52.0,1452.0,293.7,0.0,4252,0.67,0.0,0.0,0.07,0.65,763.65,0
1-com.activesol.dictionay.eng_arabic,745,343753,153968,60.0,90.0,402.01,0.0,5652,1.05,0.0,0.01,1.87,0.43,286.19,1
1-com.bllufosw.classic.metal.clock,1569,690281,276877,60.0,114.0,336.42,0.0,4252,1.08,0.0,0.0,2.19,0.33,287.37,1
0-de.vrlfr.stolpersteine,1749,1327614,104466,52.0,1470.0,129.13,0.0,1278,0.86,0.02,0.0,118.05,1.43,2053.36,0
0-air.co.catsup,15,1001,489,76.0,52.0,69.86,0.01,98,0.88,0.05,0.0,0.5,0.83,32.83,0
0-com.idea.ideamoney,375,104053,34322,52.0,106.0,167.42,0.0,1354,1.21,0.05,0.0,0.5,0.85,443.19,0
1-com.legend3dphotogallery.real,696,311066,110097,52.0,151.5,307.53,0.0,5652,1.03,0.03,0.0,0.95,0.42,366.06,1
0-com.cqsoluciones.radio.fmlider1009,163,47840,14890,60.0,94.0,169.2,0.0,1278,1.06,0.0,0.12,0.04,0.87,399.1,0
0-com.sl.lyricmusickurtcarr,1104,454692,215900,61.0,60.0,392.55,0.0,2888,0.99,0.34,0.0,25.8,0.34,195.43,0
0-com.kidsplayroomdecoration.familiapps,13978,12452511,545407,64.0,1278.0,119.5,0.0,2888,0.48,0.0,0.0,7.46,1.06,1524.48,0
1-com.hardcoreapps.fart,8,1128,984,64.0,52.0,196.8,0.01,404,1.0,0.0,0.0,0.5,0.17,0.17,1
1-com.boa.organbuttonfree,4,908,868,404.0,404.0,289.33,0.0,404,1.0,0.0,0.0,0.5,0.5,0.5,1
1-com.bukuoryzaee.mimpiterpendam,4,908,868,404.0,404.0,289.33,0.0,404,1.0,0.0,0.0,0.5,0.5,0.5,1
1-org.drhu.wallpaper.led,105,52786,22956,69.0,170.0,433.13,0.0,1452,0.98,0.02,0.0,0.02,0.59,381.52,1
1-com.appsministry.litres.book3936445,4546,3600491,276278,52.0,1500.0,147.27,0.0,4306,0.7,0.04,0.0,7.04,0.99,1373.7,1
1-pawelz.apps.whip.shot.sound,846,446267,155779,52.0,309.0,366.54,0.0,7052,0.95,0.0,0.0,0.01,0.63,578.53,1
1-com.blogspot.zandroidgame.assaultstrike,18344,2206090,1744762,60.0,52.0,186.15,0.01,2852,1.04,0.0,0.0,71.13,0.26,13.11,1
1-com.boa.finchtone,861,292484,114552,52.0,60.0,244.25,0.0,4209,1.12,0.03,0.0,1.74,0.44,315.45,1
1-com.COS.canlipara,993,438944,160002,60.0,142.0,308.29,0.0,4252,1.08,0.03,0.0,33.11,0.43,356.58,1
0-com.w3lasstudios.carmenz.lyricswithsongs,49425,38927285,2295236,52.0,1500.0,113.17,0.0,4306,0.7,0.13,0.0,1.15,0.66,889.04,0
0-vn.com.vng.talktv,215,87017,70155,60.0,54.5,446.85,0.0,5844,1.14,0.0,0.0,0.02,0.83,664.06,0
1-com.yanobs.freundshaftsSpruche,835,406504,160284,61.0,238.0,378.03,0.0,4252,1.03,0.02,0.0,38.52,0.43,348.38,1
1-com.DroidHeroes.arabian.express.dubai,2631,1271387,313060,52.0,489.0,234.5,0.0,4252,1.02,0.03,0.0,0.01,0.51,515.87,1
1-com.kulawallpapers.patrick_dempsey,3965,2404048,287107,52.0,1480.0,149.07,0.0,5652,0.94,0.03,0.0,26.11,0.77,936.26,1
1-banking_awareness.india.banking_gk,6,1012,920,404.0,404.0,230.0,0.01,404,1.0,6.98,6.98,0.5,0.25,0.25,1
0-com.opera.browser.beta,789,368416,188260,52.0,127.0,378.03,0.0,1500,0.96,0.0,0.0,0.03,0.66,504.74,0
1-justin.bt,1049,435054,155581,60.0,97.0,290.26,0.0,5652,1.01,0.0,0.0,4.94,0.44,316.69,1
0-com.hmc.only,14,2216,744,73.5,207.0,93.0,0.01,306,1.33,0.05,0.01,0.06,0.3,8.1,0
0-com.browserallinone.sk,2976,2125448,147447,61.0,1470.0,120.76,0.0,2888,0.7,0.03,0.0,2.03,0.62,758.76,0
0-com.printklub.polabox,352,112878,28082,52.0,103.0,151.79,0.0,1432,1.11,0.02,0.0,0.05,0.29,259.58,0
1-com.gi.celebrity.quiz.main,671,305194,114380,60.0,149.0,324.02,0.0,5724,1.04,0.03,0.0,0.01,0.34,253.93,1
1-ezebdn.ParisMetro,851,406840,154317,61.0,264.0,353.94,0.0,4252,1.05,0.03,0.0,34.5,0.44,374.73,1
0-net.lrstudios.codewords,1067,634112,86391,104.0,2748.0,394.83,0.0,4358,1.58,0.09,0.03,30.75,1.52,1898.42,0
