,Classifier,CV Accuracy,Test F-Score,Training Time,CV Time
0,LR,82.47191011235955,0.80536692965786,0.016956329345703125,3.199416160583496
1,KN,86.96629213483146,0.8642791196744914,0.0279233455657959,2.0565006732940674
2,SV,81.04868913857679,0.7865567409456541,0.28024911880493164,0.3121647834777832
3,RF,92.35955056179776,0.9155039360228535,0.45889711380004883,0.9765386581420898
4,MLP,63.74531835205992,0.36810590351026806,2.2717056274414062,3.707266092300415
5,XG,94.90636704119851,0.9456888603793947,0.17247605323791504,1.2057263851165771
