apkNum,totalPkts,totalPktSize,totalDnsPkts,totalHttpPkts,totalHttpsPkts,totalTcpPkts,totalUdpPkts,totalPktsIn,totalBytesIn,totalPktsOut,totalBytesOut,PktSizeRatio,medPktsIn,medPktsOut,avgPktsIn,avgPktsOut,avgPktSize,maxOutPktSize,maxInPktSize,ratioNumPkts,minTimeOut,minTimeIn,avgNumpktFlowTCPIn,avgNumpktFlowUDPIn,avgSizepktFlowTCPIn,avgSizepktFlowUDPIn,avgNumpktFlowTCPOut,avgNumpktFlowUDPOut,avgSizepktFlowTCPOut,avgSizepktFlowUDPOut,Result
0-com.DoodleArtDesignIdeas.campoenk.pcap,8,430,0,0,0,8,14,3,187,4,160,0.86,52,40,62.33,40,0.02,83,40,0.75,0.06,0,0.5,0.07,13.25,0.07,0.75,0.07,20.25,0.07,0
0-com.DoodleArtDesignIdeas.campoenk.pcap,3,175,0,0,0,3,14,1,52,1,40,0.77,52,40,52,40,0.02,52,40,1,0.05,0,0.5,0.07,0.5,0.07,0.5,0.07,0.5,0.07,0
0-com.doublemap.iu.summitstage.pcap,2738,2157087,10,17,0,2592,146,1215,135645,1523,2021442,14.9,52,1470,111.64,1327.28,0,1278,2888,0.8,0,0,0.88,0.1,53.1,75.33,1.28,0.01,1827.45,0.01,0
0-com.do_apps.catalog_313.pcap,238,195486,6,2,0,232,6,96,14007,142,181479,12.96,52,1470,145.91,1278.02,0,2852,2948,0.68,0,0,0.29,0.17,66.91,0.17,0.71,0.17,944.62,0.17,0
0-com.do_apps.catalog_313.pcap,131,61783,2,0,0,348,15,56,20165,74,41553,2.06,76,134.5,360.09,561.53,0,4252,1500,0.76,0.02,0.02,0.64,0.07,221.62,0.07,0.98,0.07,677.13,0.07,0
0-com.do_apps.catalog_336.pcap,531,362369,4,2,0,513,18,251,27793,280,334576,12.04,52,1470,110.73,1194.91,0,4306,1500,0.9,0,0,0.42,0.06,40.78,0.06,0.61,0.06,778.45,0.06,0
0-com.do_apps.catalog_336.pcap,8,423,0,0,0,8,18,3,180,4,160,0.89,52,40,60,40,0.02,76,40,0.75,0.05,0,0.5,0.06,13.25,0.06,0.75,0.06,20.25,0.06,0
0-com.do_apps.catalog_336.pcap,240,226890,0,0,0,240,18,84,10573,155,216172,20.45,52,1500,125.87,1394.66,0,2888,1500,0.54,0.05,0,0.64,0.06,77.34,0.06,1.62,0.06,2259.66,0.06,0
0-com.do_apps.catalog_336.pcap,12,1683,0,0,0,12,18,10,1583,1,40,0.03,158.5,40,158.3,40,0.01,234,40,10,0,0.96,5,0.06,721,0.06,0.5,0.06,0.5,0.06,0
0-com.do_apps.catalog_336.pcap,448,412877,0,0,0,448,18,175,17080,272,394297,23.09,64,1500,97.6,1449.62,0,2888,2948,0.64,0,0.06,0.56,0.06,53.56,0.06,1.16,0.06,1705.02,0.06,0
0-com.do_apps.catalog_578.pcap,835,593284,10,4,0,729,105,344,52201,491,541083,10.37,52,1396,151.75,1102,0,4306,2740,0.7,0,0,0.47,0.06,59.7,3.98,0.86,0.01,1055.47,0.01,0
0-com.dress.SchoolDressUpBallMakeoverGamefG.pcap,54,16147,14,0,0,40,14,28,4177,26,11970,2.87,62.5,65,149.18,460.38,0,887,1470,1.08,0,0,0.24,0.07,50.86,0.07,0.21,0.07,229.45,0.07,0
0-com.dress.SchoolDressUpBallMakeoverGamefG.pcap,42,8794,6,0,0,36,20,20,6739,21,1972,0.29,65,52,336.95,93.9,0,1470,237,0.95,0.05,0,0.35,0.17,180.25,0.17,0.5,0.17,67.9,0.17,0
0-com.drive.way.app.pcap,128,43042,4,14,0,124,4,70,12501,58,30541,2.44,52,165,178.59,526.57,0,1069,2948,1.21,0,0,0.19,0.25,41.38,0.25,0.21,0.25,188.64,0.25,0
0-com.drive.way.app.pcap,8,430,0,0,0,8,4,3,187,4,160,0.86,52,40,62.33,40,0.02,83,40,0.75,0.05,0,0.5,0.25,13.25,0.25,0.75,0.25,20.25,0.25,0
0-com.drive.way.app.pcap,114,27871,0,13,0,114,4,66,10463,47,16592,1.59,52,60,158.53,353.02,0,817,2948,1.4,0.06,0.06,0.14,0.25,34.31,0.25,0.12,0.25,83.4,0.25,0
0-com.drivenworldwide.AtoB.pcap,150,41108,6,0,0,119,31,67,12996,83,28112,2.16,76,102,193.97,338.7,0,1278,1500,0.81,0,0.06,0.19,0.03,19.09,0.03,0.31,0.03,141.07,0.03,0
0-com.ds.CCIPSA.pcap,20,4142,2,0,0,18,2,10,1707,10,2435,1.43,62,86,170.7,243.5,0,615,1452,1,0.02,0,0.36,0.5,69.18,0.5,0.45,0.5,170.91,0.5,0
0-com.eagleyes.falldown.pcap,292,198094,6,0,0,274,18,123,34004,169,164090,4.83,52,1470,276.46,970.95,0,2888,2888,0.73,0.05,0,0.49,0.06,199.56,0.06,0.79,0.06,877.36,0.06,0
0-com.EaseApps.AllahNames.pcap,85,31566,4,0,0,81,4,42,7422,43,24144,3.25,55.5,101,176.71,561.49,0,1067,2888,0.98,0.03,0,0.75,0.25,149.28,0.25,0.84,0.25,689.5,0.25,0
0-com.EaseApps.AllahNames.pcap,14,780,0,0,0,14,4,7,457,6,240,0.53,52,40,65.29,40,0.02,83,40,1.17,0.06,0,0.5,0.25,19.62,0.25,0.38,0.25,10.12,0.25,0
0-com.EaseApps.AllahNames.pcap,46,2606,2,0,0,58,2,28,1490,17,1057,0.71,52,60,53.21,62.18,0.02,83,125,1.65,0.02,0.03,0.1,1,3.92,1,0.05,1,1.02,1,0
0-com.eatigo.pcap,248,87712,14,2,0,234,14,125,18420,123,69292,3.76,52,218,147.36,563.35,0,1231,2812,1.02,0.06,0,0.62,0.07,90.05,0.07,0.67,0.07,581.76,0.07,0
0-com.echurchapps.hpbcaustin.pcap,2012,1470090,26,5,0,1958,54,863,62682,1149,1407408,22.45,40,1500,72.63,1224.9,0,1470,2960,0.75,0,0,0.48,0.02,34.47,0.02,0.83,0.02,1041.07,0.02,0
0-com.edgemontsystems.generalaviationa.pcap,29,5426,0,0,0,0,29,15,3064,14,2362,0.77,63,107,204.27,168.71,0.01,1274,664,1.07,0.05,0,0.48,0.02,34.47,0.02,0.83,0.02,1041.07,0.02,0
0-com.edujoy.shopping.list.pcap,3202,2352821,24,0,0,2636,566,1403,171982,1803,2181099,12.68,61,1448,122.58,1209.71,0,5933,2888,0.78,0.02,0,0.55,0.05,58.92,6.39,0.81,0,1094.51,0,0
0-com.einforma.buscadordeempresaseinforma.pcap,3124,2286866,58,2,0,2758,366,1294,156350,1830,2130516,13.63,52,1480,120.83,1164.22,0,5800,4092,0.71,0.04,0,0.4,0.02,63.96,1.62,0.76,0,979.53,0,0
0-com.einforma.buscadordeempresaseinforma.pcap,29,2782,0,0,0,29,366,14,1595,14,1079,0.68,52,82,113.93,77.07,0.01,295,159,1,0.05,0,0.44,0.02,43.75,1.62,0.44,0,31.44,0,0
0-com.einforma.buscadordeempresaseinforma.pcap,10,520,0,0,0,10,366,5,260,4,208,0.8,52,52,52,52,0.02,52,52,1.25,0.13,0.04,0.11,0.02,0.11,1.62,0.11,0,0.11,0,0
0-com.elearning.BuildingNodeApplications.pcap,230,171179,2,0,0,215,15,92,27020,138,144159,5.34,52,1452,293.7,1044.63,0,4252,2852,0.67,0,0,0.29,0.07,89.01,0.07,0.65,0.07,763.65,0.07,0
0-com.elmagaurdian.pcap,48,14266,2,0,0,46,2,24,6965,24,7301,1.05,76.5,73,290.21,304.21,0,2852,2852,1,0.02,0,1.31,0.5,501.85,0.5,1.38,0.5,504.85,0.5,0
0-com.embratoria.embraloader.pcap,70,24988,8,0,0,62,8,36,7092,34,17896,2.52,60,182,197,526.35,0,1470,1470,1.06,0,0,0.35,0.12,98.62,0.12,0.38,0.12,352.38,0.12,0
0-com.embratoria.embraloader.pcap,124,73352,2,0,0,184,2,48,5633,75,67654,12.01,52,1470,117.35,902.05,0,1098,2888,0.64,0,0,0.33,1,35.35,1,0.84,1,952.21,1,0
0-com.emdev.australiapuzzle.pcap,216,170021,2,0,0,201,15,85,21803,131,148218,6.8,52,1470,256.51,1131.44,0,4306,2888,0.65,0.02,0,0.33,0.07,93.57,0.07,0.74,0.07,898.65,0.07,0
0-com.empower.radiotimescyprus.pcap,900,544354,18,0,0,796,104,429,77471,471,466883,6.03,52,1452,180.59,991.26,0,4209,2888,0.91,0.05,0,0.68,0.05,120.17,19.6,0.83,0.01,981.11,0.01,0
0-com.emrg.games.sodagummybear.pcap,374,213632,12,1,0,348,26,171,41428,203,172204,4.16,52,1212,242.27,848.3,0,4306,2888,0.84,0,0,0.27,0.08,66.16,2.8,0.54,0.04,558.09,0.04,0
0-com.emrg.games.sodagummybear.pcap,8,2458,0,0,0,8,26,3,992,4,578,0.58,52,237,330.67,144.5,0,888,237,0.75,0.03,0.09,0.5,0.08,222.25,2.8,0.75,0.04,118.75,0.04,0
0-com.EngagementRingSets.nischias.pcap,311,215365,8,0,0,291,20,129,24509,182,190856,7.79,52,1470,189.99,1048.66,0,2888,1470,0.71,0,0,0.61,0.05,139.17,0.05,0.96,0.05,1166.1,0.05,0
0-com.EngagementRingSets.nischias.pcap,14,986,0,0,0,14,20,7,364,6,570,1.57,52,116.5,52,95,0.01,52,125,1.17,0.01,0.01,0.09,0.05,0.09,0.05,0.27,0.05,9.55,0.05,0
0-com.etechuk.sierraleoneradiostations.pcap,30,14587,2,0,0,0,30,16,10287,14,4300,0.42,997,101.5,642.94,307.14,0,1278,1278,1.14,0.02,0,0.09,0.05,0.09,0.05,0.27,0.05,9.55,0.05,0
0-com.eventmobi.multieventapp.meaidecc5106d958f49028aa96d46f8d5d3c2.pcap,10203,9550908,26,0,0,9747,456,3906,558083,6297,8992825,16.11,52,1500,142.88,1428.11,0,1470,2948,0.62,0.04,0,0.52,0.13,31.79,149.79,1.24,0,1831.09,0,0
0-com.eventmobi.multieventapp.meaidecc5106d958f49028aa96d46f8d5d3c2.pcap,25,1491,0,0,0,25,456,12,660,12,748,1.13,52,52,55,62.33,0.02,64,83,1,0,0.08,0.17,0.13,5.83,149.79,0.28,0,11.61,0,0
0-com.evilduck.musiciankit.pcap,126,71925,6,0,0,80,46,55,7861,71,64064,8.15,61,1278,142.93,902.31,0,1274,1470,0.77,0,0,0.68,0.09,74.5,4.28,1.25,0.02,1643.39,0.02,0
0-com.exlivinapps.ndrinfomediathekradioappde.pcap,812,514824,32,0,0,699,113,366,58163,446,456661,7.85,52,1452,158.92,1023.9,0,4252,2888,0.82,0,0,0.25,0.04,39.66,5.83,0.36,0.01,432.68,0.01,0
0-com.exlivinapps.paranormalliveghostboxfmradioappuk.pcap,744,495123,12,1,0,660,84,318,48240,426,446883,9.26,52,1470,151.7,1049.02,0,4306,1470,0.75,0.08,0,0.22,0.04,35.37,6.23,0.45,0.01,544.74,0.01,0
0-com.exlivinapps.paranormalliveghostboxfmradioappuk.pcap,31,13908,2,0,0,689,2,14,10447,16,3393,0.32,1058.5,56,746.21,212.06,0,1470,1185,0.88,0.02,0.02,1.11,1,1065,1,1.33,1,343.78,1,0
0-com.exlivinapps.paranormalliveghostboxfmradioappuk.pcap,2058,1355817,0,0,0,2058,2,2039,1351933,2044,1337776,0.99,82,81.5,663.04,654.49,0,5724,2948,1,0.03,0.03,1.25,1,760.57,1,1.26,1,752.91,1,0
0-com.exlivinapps.radiosamoa1593amappnz.pcap,817,499834,12,0,0,727,90,386,58226,431,441608,7.58,61,1452,150.84,1024.61,0,2888,1470,0.9,0,0,0.25,0.02,50.38,5.88,0.32,0.01,363.67,0.01,0
0-com.exlivinapps.slamfmappradio.pcap,641,362678,14,0,0,587,54,316,41988,325,320690,7.64,52,1452,132.87,986.74,0,2888,2888,0.97,0.04,0,0.51,0.02,86.95,0.02,0.56,0.02,688.66,0.02,0
0-com.exodus.myloveidol.pcap,6039,4820033,22,8,0,6017,22,2839,204983,3200,4615050,22.51,64,1500,72.2,1442.2,0,1222,2948,0.89,0.04,0,0.56,0.05,41.4,0.05,0.7,0.05,1026.53,0.05,0
0-com.fafa.cleaner.pcap,1,73,1,0,0,0,1,1,73,1,73,1,73,73,73,73,0.01,73,73,1,0,0,0.56,0.05,41.4,0.05,0.7,0.05,1026.53,0.05,0
0-com.falafel.eventboard.pcap,90,31084,6,0,0,61,29,49,9845,41,21239,2.16,63,113,200.92,518.02,0,1351,2888,1.2,0.03,0,0.61,0.03,59.87,0.03,0.42,0.03,157.32,0.03,0
0-com.fameelee.app.pcap,369,121823,20,0,0,349,20,194,38011,175,83812,2.2,52,119,195.93,478.93,0,1500,2948,1.11,0,0.22,0.36,0.05,89.07,0.05,0.34,0.05,263.18,0.05,0
0-com.fameelee.app.pcap,1817,1412691,8,1,0,1783,54,781,108725,1035,1303260,11.99,52,1500,139.21,1259.19,0,1500,2948,0.75,0.04,0.04,0.54,0.03,75.6,0.03,0.93,0.03,1231.95,0.03,0
0-com.fameelee.app.pcap,190,64069,0,0,0,190,54,98,24548,91,38728,1.58,52,90,250.49,425.58,0,1500,2948,1.08,0.22,0.27,0.57,0.03,121.11,0.03,0.62,0.03,401.74,0.03,0
0-com.fansfamefollowers.getfansmusically.pcap,427,303707,2,0,0,409,18,174,134646,253,169061,1.26,91,91,773.83,668.23,0,5963,2888,0.69,0.02,0,0.37,0.06,357.08,0.06,0.75,0.06,474.51,0.06,0
0-com.fansfamefollowers.getfansmusically.pcap,96,53141,0,0,0,96,18,43,38493,52,14572,0.38,144,52,895.19,280.23,0,5849,1470,0.83,0.05,0,0.72,0.06,601.97,0.06,0.97,0.06,247.25,0.06,0
0-com.fansfamefollowers.getfansmusically.pcap,54,28382,2,0,0,21,51,28,11071,25,17259,1.56,69,650,395.39,690.36,0,1278,2050,1.12,0.05,0.05,0.19,0.03,43.5,0.03,0.19,0.03,131.44,0.03,0
0-com.fantasia.amigoscercadelchatgratis.pcap,10665,7818579,59,45,0,4956,5709,3791,503142,6874,7315437,14.54,62,1278,132.72,1064.22,0,2888,2908,0.55,0,0,0.47,0.03,63.12,3.99,0.64,0,763.79,0,0
0-com.fantata.outline.pcap,335,220322,4,0,0,136,181,134,12198,201,208124,17.06,61,1278,91.03,1035.44,0,1278,1470,0.67,0,0.11,0.22,0.11,24.68,6.6,0.37,0.01,424.63,0.01,0
0-com.fantata.outline.pcap,244,26739,2,0,0,157,208,211,21762,209,17194,0.79,60,60,103.14,82.27,0.01,1278,1278,1.01,0.01,0,0.34,0.08,19.33,3.92,0.34,0.04,18.58,0.04,0
0-com.farlex.dictionary.realestate.pcap,1441,722502,20,2,0,1327,114,687,186257,754,536245,2.88,52,384,271.12,711.2,0,7142,4396,0.91,0,0.12,0.36,0.01,131.26,0.01,0.48,0.01,371.75,0.01,0
0-com.farlex.dictionary.realestate.pcap,110,51648,4,0,0,1379,58,55,24739,54,26841,1.08,70,124,449.8,497.06,0,1470,2888,1.02,0,0,0.39,0.02,330.74,0.02,0.35,0.02,228.74,0.02,0
0-com.farlex.dictionary.realestate.pcap,73,63015,0,1,0,73,58,28,7939,44,55024,6.93,52,1470,283.54,1250.55,0,2888,1500,0.64,0.03,0.03,3,0.02,685.62,0.02,5.25,0.02,6677.62,0.02,0
0-com.farlex.dictionary.realestate.pcap,13,5557,1,0,0,85,1,6,4295,6,1189,0.28,1334.5,89.5,715.83,198.17,0,1470,854,1,0.82,0.78,1.67,0.02,924.67,0.02,2,0.02,379.33,0.02,0
0-com.farlex.dictionary.realestate.pcap,2,808,2,0,0,85,2,1,404,1,404,1,404,404,404,404,0,404,404,1,0,0,1.67,0.02,924.67,0.02,2,0.02,379.33,0.02,0
0-com.fatcat.MermaidQueenReturn.pcap,2256,1567737,20,0,0,1596,660,936,143872,1320,1423865,9.9,52,1278,153.71,1078.69,0,4306,2948,0.71,0,0,0.45,0.04,64.11,3.84,0.75,0,975.99,0,0
0-com.fazbro.runaway.balls.ultimate.challange.pcap,211,68574,10,0,0,201,10,110,32070,101,36504,1.14,60,60,291.55,361.43,0,1470,1500,1.09,0,0,0.3,0.1,114.37,0.1,0.32,0.1,190.41,0.1,0
0-com.fazzyoni.WalkthroughforFNAF8.tricks.pcap,255,188423,4,0,0,212,43,105,39823,150,148600,3.73,52,1470,379.27,990.67,0,4306,2888,0.7,0,0,0.31,0.07,161.84,3,0.71,0.02,752.24,0.02,0
0-com.fchatnet.yourcleanersmart.pcap,21,3204,2,1,0,19,2,12,2162,9,1042,0.48,60,40,180.17,115.78,0.01,1480,592,1.33,0.24,0,0.42,0.5,144.5,0.5,0.33,0.5,56.08,0.5,0
0-com.fi9961.godough.pcap,68,23160,4,0,0,64,4,34,7090,34,16070,2.27,56,111.5,208.53,472.65,0,801,2888,1,0.03,0,0.36,0.25,65.17,0.25,0.47,0.25,370.69,0.25,0
0-com.fibrum.leviafanvr.pcap,166,44871,16,0,0,150,16,92,16767,74,28104,1.68,60,74,182.25,379.78,0,1440,4396,1.24,0.02,0,0.17,0.06,37.25,0.06,0.22,0.06,150.48,0.06,0
0-com.fieldgoal.superbowlquiz.pcap,14223,9422439,196,45,0,11428,2795,6079,1056139,8144,8366300,7.92,52,1278,173.74,1027.3,0,8740,2960,0.75,0.13,0,0.31,0.02,79.6,4.53,0.47,0,527.3,0,0
0-com.fieldgoal.superbowlquiz.pcap,5461,4094933,12,0,0,4994,3262,2136,312715,3324,3781508,12.09,52,1396,146.4,1137.64,0,7172,2900,0.64,0.03,0.09,0.28,0.03,60.22,1.85,0.7,0,805.51,0,0
0-com.FiLTHYESKiMO.GooGooTranslator.pcap,86,25437,8,0,0,78,8,47,8001,39,17436,2.18,60,60,170.23,447.08,0,1350,1470,1.21,0,0,0.36,0.12,83.49,0.12,0.34,0.12,274.23,0.12,0
0-com.fitivity.soccer_dribbling.pcap,58,13547,6,3,0,25,33,30,4999,28,8548,1.71,62,70,166.63,305.29,0,1274,1278,1.07,0,0,0.29,0.06,45.65,39.84,0.29,0.03,116.71,0.03,0
0-com.fitivity.soccer_dribbling.pcap,7,376,0,0,0,7,33,3,180,3,120,0.67,52,40,60,40,0.02,76,40,1,0.03,0,0.5,0.06,13.25,39.84,0.5,0.03,10.25,0.03,0
0-com.fitivity.soccer_dribbling.pcap,27,4905,0,5,0,27,33,13,1621,13,2978,1.84,52,52,124.69,229.08,0.01,241,448,1,0.03,0.04,0.22,0.06,40.22,39.84,0.33,0.03,124.5,0.03,0
0-com.fitnessmobileapps.samsonbarbell.pcap,3468,2168114,44,0,0,3424,44,1853,1711136,1615,456978,0.27,688,40,923.44,282.96,0,13180,3774,1.15,0,0,0.42,0.02,474.4,0.02,0.32,0.02,131.54,0.02,0
0-com.fivestargames.megawin.pcap,13,3031,0,0,0,13,0,6,1721,7,1310,0.76,90.5,52,286.83,187.14,0,1384,971,0.86,0.06,0,0.5,0.02,22.67,0.02,1,0.02,201.17,0.02,0
0-com.fivestargames.megawin.pcap,8,468,0,0,0,8,0,5,312,5,264,0.85,52,52,62.4,52.8,0.02,80,80,1,0,0,0.75,0.02,33.25,0.02,0.75,0.02,30.25,0.02,0
0-com.fliphtml5.app.GunjanCursiveWriting2.pcap,88,40578,0,0,0,30,58,42,13307,46,27271,2.05,69,232.5,316.83,592.85,0,1278,1470,0.91,0,0,0.64,0.11,75.29,56.58,0.64,0.02,381.36,0.02,0
0-com.foreach.superhero.rescue.wild.animals.pcap,6521,5811865,28,0,0,6493,28,2618,194357,3903,5617508,28.9,64,1500,74.24,1439.28,0,4153,2948,0.67,0.02,0,0.39,0.04,30.85,0.04,0.84,0.04,1228.34,0.04,0
0-com.fortis.yungo.pcap,1126,588572,34,0,0,1019,107,525,74108,601,514464,6.94,52,1224,141.16,856.01,0,1470,2960,0.87,0.33,0,0.61,0.09,66.31,62.43,0.82,0.01,893.82,0.01,0
0-com.fraynework.dbb.ccsi.pcap,114,53802,4,0,0,110,4,58,11497,56,42305,3.68,60,1100.5,198.22,755.45,0,1470,1500,1.04,0,0.11,0.37,0.25,82.12,0.25,0.53,0.25,591.88,0.25,0
0-com.freegamego.moneygameslot.pcap,117,92706,2,0,0,115,2,46,3938,71,88768,22.54,52,1452,85.61,1250.25,0,760,1452,0.65,0.05,0,0.24,0.5,35,0.5,0.65,0.5,837.65,0.5,0
0-com.frontlinegamesstudios.call.of.zombies.world.war.last.battle.pcap,1705,1344412,16,0,0,1689,16,743,71933,962,1272479,17.69,64,1500,96.81,1322.74,0,1470,2948,0.77,0,0,0.37,0.06,31.59,0.06,0.64,0.06,910.71,0.06,0
0-com.frontlinegamesstudios.call.of.zombies.world.war.last.battle.pcap,11,598,0,0,0,11,16,5,315,5,200,0.63,52,40,63,40,0.02,83,40,1,0.05,0,0.5,0.06,17.5,0.06,0.5,0.06,13.5,0.06,0
0-com.frontlinegamesstudios.call.of.zombies.world.war.last.battle.pcap,1269,969413,16,0,0,1241,44,542,65234,726,902709,13.84,52,1480,120.36,1243.4,0,2888,2948,0.75,0.04,0,0.31,0.04,42.66,0.04,0.59,0.04,798.01,0.04,0
0-com.fruitcandy.blast.pcap,10048,8414808,44,6,0,9729,319,4386,451091,5662,7963717,17.65,64,1500,102.85,1406.52,0,7340,2948,0.77,0.05,0,0.24,0.03,23.36,21.96,0.35,0,507.88,0,0
0-com.fun.spacespiderboyfuturefights.pcap,678,257147,20,1,0,536,142,350,89316,328,167831,1.88,60,151,255.19,511.68,0,1470,1500,1.07,0,0,0.27,0.05,104.07,30.51,0.4,0.01,298.62,0.01,0
0-com.fun.spacespiderboyfuturefights.pcap,31,6720,0,0,0,31,142,16,4718,14,1942,0.41,110,113.5,294.88,138.71,0,893,304,1.14,0.06,0.08,0.47,0.05,241.82,30.51,0.41,0.01,32.88,0.01,0
0-com.fun.spacespiderboyfuturefights.pcap,7,1921,0,0,0,7,142,3,1713,3,156,0.09,183,52,571,52,0,1470,52,1,0.33,0.1,0.5,0.05,46,30.51,0.5,0.01,13.25,0.01,0
0-com.fun.spacespiderboyfuturefights.pcap,10,1695,0,0,0,10,142,5,1065,4,578,0.54,60,237,213,144.5,0.01,841,237,1.25,0,0.13,0.6,0.05,180.4,30.51,0.6,0.01,95,0.01,0
0-com.fzy.immortal.gods.real.superhero.fighting.games.tekken.pcap,8739,7418462,26,0,0,8692,47,3780,293273,4959,7125189,24.3,64,1500,77.59,1436.82,0,1470,2948,0.76,0,0,0.55,0.02,43.71,0.02,0.88,0.02,1284.65,0.02,0
0-com.fzy.immortal.gods.real.superhero.fighting.games.tekken.pcap,1102,888478,4,0,0,1098,51,509,49232,592,839194,17.05,64,1500,96.72,1417.56,0,2868,2868,0.86,0.17,0.04,0.54,0.25,58.07,0.25,0.72,0.25,1029.43,0.25,0
0-com.game.Candy.Blitz.Free.pcap,58,18834,6,3,0,52,6,30,14205,28,4629,0.33,69,58.5,473.5,165.32,0,2888,931,1.07,0,0.15,0.38,0.17,296.93,0.17,0.48,0.17,111.79,0.17,0
0-com.game.roboticsapp.indiantrainsimulatordriving.pcap,771,552864,10,0,0,749,22,361,52672,410,500192,9.5,52,1500,145.91,1219.98,0,4306,2948,0.88,0.06,0,1.07,0.05,129.88,0.05,1.26,0.05,1719.35,0.05,0
0-com.game.roboticsapp.indiantrainsimulatordriving.pcap,20,10425,0,0,0,20,22,8,5841,11,1696,0.29,1123,52,730.12,154.18,0,1893,1015,0.73,0.08,0,0.71,0.05,598.86,0.05,1.29,0.05,221.86,0.05,0
0-com.game.vg.rescuewitchcat.bubblepop.pcap,53,20589,4,0,0,47,6,27,6383,26,14206,2.23,52,86,236.41,546.38,0,1470,2888,1.04,0.04,0,0.59,0.17,213.68,0.17,0.64,0.17,504.82,0.17,0
0-com.gamebai.gamebai4play.TLDL.pcap,9329,7428190,44,104,0,8816,513,3967,358767,5362,7069423,19.7,64,1500,90.44,1318.43,0,1470,2948,0.74,0.03,0,0.44,0.05,35.13,10.39,0.77,0,1120.72,0,0
0-com.gameiva.happyhalloweenhiddenobjects.pcap,282,179342,4,1,0,264,18,137,25637,145,153705,6,52,1452,187.13,1060.03,0,4252,2888,0.94,0,0,0.64,0.12,110.91,11.35,0.73,0.06,854.03,0.06,0
0-com.gamervengeance.bus.parking.driving.free.games.pcap,4933,4403431,24,0,0,4896,37,1951,153462,2982,4249969,27.69,52,1500,78.66,1425.21,0,1470,2948,0.65,0.02,0,0.32,0.03,27.5,0.03,0.77,0.03,1116.07,0.03,0
0-com.gamespire.photonstrike.pcap,346,170471,20,0,0,289,57,163,29280,183,141191,4.82,52,582,179.63,771.54,0,1385,2948,0.89,0.03,0,0.29,0.04,47.81,3.64,0.51,0.02,550.67,0.02,0
0-com.gamespire.photonstrike.pcap,103,37278,10,0,0,93,67,54,16436,48,20790,1.26,52,121,304.37,433.12,0,1357,1500,1.12,0.33,0.04,0.21,0.1,21.88,0.1,0.41,0.1,284.62,0.1,0
0-com.gamesworld.kids.scooter.stunts.pcap,7740,5928922,56,0,0,7664,76,3543,312012,4197,5616910,18,52,1500,88.06,1338.32,0,2888,2948,0.84,0.06,0,0.35,0.03,28.41,2.57,0.52,0.01,720.59,0.01,0
0-com.gamezgarage.aircraft.pilot.fight.cargo.car.transporter.helicopter.rescue.mission.pcap,8639,7655186,40,14,0,8587,52,3422,278051,5217,7377135,26.53,52,1500,81.25,1414.06,0,2888,2948,0.66,0.02,0,0.4,0.02,34.33,0.02,0.85,0.02,1234.11,0.02,0
0-com.gannett.dolly.SunDevils.pcap,665,400272,16,0,0,519,146,301,45663,364,354609,7.77,52,1278,151.7,974.2,0,2888,2740,0.83,0.03,0,0.38,0.01,51.93,0.43,0.51,0.01,603.35,0.01,0
0-com.gannett.dolly.SunDevils.pcap,42,12669,0,0,0,42,146,21,3616,20,8970,2.48,52,145,172.19,448.5,0,1452,1452,1.05,0,0.1,0.63,0.01,150.84,0.43,0.63,0.01,419.89,0.01,0
0-com.gau.go.launcherex.theme.golauncherblacktheme.pcap,137,30392,8,11,0,129,8,74,7889,63,22503,2.85,52,72,106.61,357.19,0,603,2320,1.17,0,0,0.33,0.12,46.19,0.12,0.33,0.12,218,0.12,0
0-com.gau.go.launcherex.theme.golauncherblacktheme.pcap,43,8118,2,3,0,41,10,23,2021,19,6045,2.99,52,64,87.87,318.16,0.01,314,1500,1.21,0.08,0.04,0.31,0.5,34.23,0.5,0.31,0.5,182.65,0.5,0
0-com.gb.counter.terrorism.war.squad.attack.pcap,19143,16070809,66,0,0,18983,160,8268,629797,10875,15441012,24.52,64,1480,76.17,1419.86,0,5724,2948,0.76,0,0,0.25,0.03,20.46,4.03,0.45,0.01,647.12,0.01,0
0-com.gbs.firefighter.rescue.Robot.Transform.fireTruck.mission.pcap,5182,4440442,24,0,0,5143,39,2215,174499,2967,4265943,24.45,64,1500,78.78,1437.8,0,5652,2948,0.75,0.05,0,0.62,0.03,46.39,0.03,1.01,0.03,1484.04,0.03,0
0-com.gbs.firefighter.rescue.Robot.Transform.fireTruck.mission.pcap,8,430,0,0,0,8,39,3,187,4,160,0.86,52,40,62.33,40,0.02,83,40,0.75,0.05,0,0.5,0.03,13.25,0.03,0.75,0.03,20.25,0.03,0
0-com.gcpro.gangster.vegas.crime.soldier.mafia.pcap,109,40467,10,0,0,99,10,60,16962,49,23505,1.39,60,214,282.7,479.69,0,1500,1500,1.22,0.04,0,0.38,0.1,125.98,0.1,0.28,0.1,262.57,0.1,0
0-com.gercek.araba.pcap,47,15632,4,0,0,43,4,26,4008,21,11624,2.9,52,60,154.15,553.52,0,887,2888,1.24,0,0.09,0.36,0.25,55.96,0.25,0.25,0.25,314.32,0.25,0
0-com.gercek.araba.pcap,1653,1074876,14,0,0,1412,245,732,113537,920,961263,8.47,52,1470,155.11,1044.85,0,4252,2888,0.8,0.02,0,0.25,0.03,37.75,7.27,0.42,0,528.09,0,0
