,Classifier,CV Accuracy,Test F-Score,Training Time,CV Time
0,LR,83.59550561797754,0.8158992886765415,0.8317487239837646,2.4185638427734375
1,KN,84.19475655430713,0.8322412100107858,8.035951375961304,24.62483263015747
2,SV,88.68913857677903,0.8769173727429556,130.19277691841125,141.05776977539062
3,RF,91.98501872659175,0.9110628066457878,2.8202719688415527,11.63055682182312
4,MLP,91.91011235955055,0.9142637888739682,446.1695382595062,850.7680370807648
5,XG,92.73408239700375,0.9204688353876236,32.86697578430176,150.01211023330688
